generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.525723,0.581520,0.388000,0.000000,0.497518,0.485280
10,0.609548,0.666865,0.362000,0.199231,0.284547,0.437550
20,0.678714,0.707141,0.278500,0.188076,0.144278,0.266116
30,0.709975,0.725854,0.119500,0.095051,0.080906,0.134683
40,0.720224,0.733388,0.084000,0.081196,0.059314,0.097108
50,0.724790,0.735491,0.073000,0.063992,0.055633,0.078974
60,0.726862,0.736255,0.061000,0.058053,0.063118,0.072113
70,0.727587,0.736370,0.064500,0.053165,0.063551,0.064084
80,0.729625,0.737266,0.045500,0.040320,0.057861,0.049409
90,0.729854,0.737266,0.043500,0.036080,0.056465,0.044128
100,0.729988,0.737266,0.042000,0.036141,0.038171,0.040754
110,0.730359,0.737266,0.040000,0.033529,0.043241,0.037485
120,0.729382,0.737266,0.048500,0.044331,0.051910,0.052360
130,0.730124,0.737266,0.052500,0.039055,0.046890,0.047318
140,0.730262,0.737266,0.042500,0.038380,0.052947,0.045897
150,0.729324,0.737266,0.041500,0.042414,0.048612,0.045432
160,0.730368,0.737266,0.041000,0.034333,0.039371,0.038205
170,0.730637,0.737266,0.038500,0.036373,0.037551,0.038381
180,0.731133,0.737266,0.028000,0.027051,0.042016,0.031167
190,0.729420,0.737266,0.037500,0.035624,0.045388,0.038368
200,0.729931,0.737266,0.035000,0.034757,0.039935,0.037983
210,0.729241,0.737266,0.041500,0.038816,0.058612,0.044702
220,0.728005,0.737266,0.051500,0.046520,0.056678,0.051321
230,0.729159,0.737266,0.038000,0.035769,0.055967,0.042244
240,0.729628,0.737266,0.045000,0.035284,0.057037,0.042205
250,0.729917,0.737266,0.048000,0.042576,0.054498,0.048202
260,0.730393,0.737266,0.045500,0.038304,0.050506,0.043158
270,0.729811,0.737266,0.043000,0.035341,0.050996,0.044594
280,0.730578,0.737266,0.035000,0.034880,0.046253,0.041478
290,0.731086,0.737266,0.028500,0.031212,0.044424,0.037339
300,0.729690,0.737266,0.041000,0.037735,0.041673,0.042063
310,0.728925,0.737266,0.043000,0.039376,0.060286,0.046607
320,0.728514,0.737266,0.052500,0.043680,0.064710,0.052654
330,0.729398,0.737266,0.045000,0.039229,0.050449,0.045054
340,0.730281,0.737266,0.047500,0.038512,0.052318,0.045912
350,0.729141,0.737266,0.049500,0.041496,0.061420,0.050332
360,0.729429,0.737266,0.053500,0.044176,0.050376,0.051644
370,0.730030,0.737266,0.050500,0.043555,0.050506,0.049362
380,0.729780,0.737266,0.055000,0.045331,0.056988,0.051646
390,0.729176,0.737266,0.038000,0.040555,0.048686,0.046974
400,0.728888,0.737266,0.043000,0.042094,0.059086,0.047398
410,0.729600,0.737266,0.042000,0.039733,0.048049,0.044364
420,0.730564,0.737266,0.038000,0.040020,0.028776,0.041580
430,0.730974,0.737266,0.036500,0.030051,0.039551,0.034121
440,0.730222,0.737266,0.042500,0.034967,0.050824,0.039443
450,0.729782,0.737266,0.046000,0.038663,0.043331,0.044328
460,0.730610,0.737266,0.045000,0.035482,0.043665,0.040697
470,0.729971,0.737266,0.048000,0.035090,0.053682,0.043651
480,0.730293,0.737266,0.042000,0.037278,0.040204,0.042148
490,0.730548,0.737266,0.045000,0.036020,0.031273,0.038791
500,0.728934,0.737266,0.053500,0.041676,0.061290,0.050199
