generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.518871,0.592606,0.388000,0.000000,0.501069,0.504680
10,0.593781,0.681349,0.415500,0.142361,0.384963,0.482266
20,0.652715,0.731029,0.383500,0.132006,0.292490,0.436734
30,0.684309,0.743858,0.339500,0.119863,0.240735,0.381584
40,0.703400,0.745586,0.323500,0.113800,0.226955,0.347702
50,0.717776,0.747440,0.242000,0.083122,0.212547,0.315419
60,0.726861,0.754053,0.236000,0.070965,0.204743,0.303294
70,0.731542,0.753210,0.237500,0.059306,0.193282,0.293042
80,0.733128,0.754053,0.205000,0.052663,0.188604,0.291817
90,0.733727,0.755322,0.229500,0.049276,0.184612,0.290474
100,0.733982,0.755218,0.271000,0.055912,0.182727,0.287606
110,0.734393,0.755385,0.286500,0.050778,0.182367,0.284779
120,0.734938,0.755385,0.273500,0.048947,0.185004,0.292522
130,0.735841,0.755220,0.215500,0.047488,0.186571,0.289210
140,0.734737,0.754022,0.278000,0.046292,0.191682,0.286752
150,0.735510,0.755220,0.231000,0.044500,0.181396,0.285124
160,0.736590,0.755220,0.216000,0.041229,0.188588,0.288001
170,0.734037,0.754531,0.278000,0.047727,0.194784,0.285961
180,0.734249,0.754531,0.276500,0.051488,0.194694,0.293174
190,0.736011,0.754531,0.256500,0.045845,0.198857,0.288733
200,0.735642,0.755544,0.259000,0.047173,0.189747,0.285816
210,0.735425,0.755542,0.216500,0.042120,0.189355,0.289126
220,0.735287,0.754853,0.220500,0.044933,0.198522,0.291005
230,0.737376,0.755542,0.268000,0.037927,0.194180,0.288091
240,0.735776,0.754820,0.258500,0.046353,0.191347,0.297665
250,0.735592,0.754820,0.271000,0.046680,0.194041,0.294120
260,0.734764,0.756039,0.238500,0.049312,0.197812,0.295997
270,0.736262,0.754987,0.286000,0.044749,0.200294,0.296382
280,0.738130,0.759268,0.288000,0.034051,0.197494,0.289705
290,0.737624,0.759268,0.255500,0.040463,0.182702,0.289015
300,0.734731,0.759268,0.239500,0.051457,0.187053,0.294738
310,0.737534,0.759270,0.213000,0.043798,0.183388,0.291982
320,0.735823,0.759270,0.250500,0.048429,0.177053,0.288416
330,0.737169,0.759270,0.274500,0.041535,0.181853,0.288037
340,0.736721,0.759270,0.255500,0.041855,0.185486,0.290975
350,0.737203,0.759270,0.241000,0.041588,0.183576,0.286419
360,0.737348,0.759270,0.248500,0.044969,0.177420,0.287424
370,0.735795,0.759270,0.243500,0.045180,0.181176,0.290718
380,0.737492,0.759270,0.250500,0.043771,0.183527,0.287778
390,0.735080,0.759270,0.268000,0.047033,0.186024,0.291939
400,0.735138,0.758581,0.216500,0.051800,0.188547,0.288974
410,0.736182,0.758041,0.281500,0.048173,0.185412,0.287526
420,0.737895,0.758794,0.200500,0.044149,0.178359,0.280497
430,0.735374,0.758794,0.210000,0.049712,0.176808,0.280228
440,0.735915,0.759270,0.236000,0.046592,0.182424,0.283098
450,0.737935,0.759270,0.219000,0.041733,0.174898,0.284214
460,0.737587,0.759270,0.272000,0.040292,0.182180,0.286575
470,0.735179,0.759270,0.273000,0.050069,0.189200,0.291864
480,0.736415,0.759206,0.287500,0.048151,0.181053,0.291809
490,0.736957,0.759457,0.276500,0.044947,0.182049,0.287175
500,0.736406,0.759270,0.260500,0.046406,0.185461,0.289418
