generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.478680,0.600000,0.424500,0.000000,0.498539,0.495360
10,0.655800,0.840000,0.440000,0.215184,0.353820,0.441913
20,0.894520,0.960000,0.149500,0.141439,0.112882,0.170827
30,0.975520,1.000000,0.050500,0.046731,0.031918,0.047138
40,0.988080,1.000000,0.023000,0.026986,0.008335,0.023558
50,0.986160,1.000000,0.027500,0.030161,0.013902,0.027304
60,0.989360,1.000000,0.015000,0.024104,0.007518,0.021053
70,0.988960,1.000000,0.022000,0.023763,0.012424,0.021799
80,0.988800,1.000000,0.020000,0.024267,0.012318,0.022142
90,0.986080,1.000000,0.031500,0.029827,0.015976,0.027478
100,0.988000,1.000000,0.027500,0.025931,0.013469,0.023717
110,0.988200,1.000000,0.028500,0.026261,0.009935,0.023282
120,0.987280,1.000000,0.025000,0.027108,0.015992,0.025102
130,0.987280,1.000000,0.023000,0.028043,0.011486,0.025094
140,0.987280,1.000000,0.025500,0.027790,0.013037,0.025121
150,0.986880,1.000000,0.026500,0.027910,0.016522,0.025855
160,0.989160,1.000000,0.018500,0.023967,0.009967,0.021458
170,0.988760,1.000000,0.031000,0.024829,0.010669,0.022254
180,0.987040,1.000000,0.019000,0.027765,0.015176,0.025606
190,0.988680,1.000000,0.023000,0.025702,0.008318,0.022384
200,0.985000,1.000000,0.030500,0.031512,0.019559,0.029461
210,0.988280,1.000000,0.018000,0.025200,0.013869,0.023219
220,0.987000,1.000000,0.025000,0.027490,0.016743,0.025640
230,0.989000,1.000000,0.024000,0.023869,0.012286,0.021781
240,0.988160,1.000000,0.024000,0.025539,0.013486,0.023392
250,0.988720,1.000000,0.023000,0.024233,0.014122,0.022274
260,0.987840,1.000000,0.023500,0.026271,0.013837,0.024036
270,0.986520,1.000000,0.025500,0.029329,0.013486,0.026562
280,0.987360,1.000000,0.018000,0.028394,0.009918,0.025006
290,0.988520,1.000000,0.022500,0.024700,0.012653,0.022724
300,0.989280,1.000000,0.019500,0.023916,0.009135,0.021240
310,0.987840,1.000000,0.024000,0.026645,0.011788,0.024016
320,0.987840,1.000000,0.019500,0.026816,0.011935,0.023976
330,0.988720,1.000000,0.016000,0.025116,0.009918,0.022318
340,0.986960,1.000000,0.022500,0.028861,0.011820,0.025746
350,0.989760,1.000000,0.014500,0.022761,0.009935,0.020294
360,0.987760,1.000000,0.028000,0.028063,0.006767,0.024226
370,0.987720,1.000000,0.025500,0.028020,0.008302,0.024230
380,0.988520,1.000000,0.025500,0.025484,0.011151,0.022688
390,0.987080,1.000000,0.027500,0.027967,0.014473,0.025510
400,0.987440,1.000000,0.024500,0.026763,0.015624,0.024793
410,0.988720,1.000000,0.023000,0.025271,0.009135,0.022310
420,0.988280,1.000000,0.027000,0.025765,0.010335,0.023116
430,0.988320,1.000000,0.022500,0.025510,0.011869,0.023080
440,0.986560,1.000000,0.029500,0.028876,0.015437,0.026547
450,0.987840,1.000000,0.024000,0.025880,0.015257,0.024038
460,0.989920,1.000000,0.022500,0.021147,0.014171,0.019988
470,0.987160,1.000000,0.025500,0.028324,0.011886,0.025344
480,0.988120,1.000000,0.023000,0.025390,0.014939,0.023462
490,0.987760,1.000000,0.025000,0.025971,0.015837,0.024182
500,0.989680,1.000000,0.020000,0.022176,0.011722,0.020428
