generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.508200,0.620000,0.388000,0.000000,0.501069,0.504680
10,0.672480,0.830000,0.392500,0.209239,0.338980,0.430842
20,0.909960,0.960000,0.151000,0.127227,0.114906,0.156527
30,0.981320,1.000000,0.033500,0.039557,0.019592,0.036590
40,0.987680,1.000000,0.026000,0.027188,0.011902,0.024366
50,0.986560,1.000000,0.022500,0.029047,0.013706,0.026506
60,0.988280,1.000000,0.023500,0.025512,0.012718,0.023136
70,0.987480,1.000000,0.020500,0.027331,0.013020,0.024750
80,0.987280,1.000000,0.020500,0.028018,0.011437,0.025130
90,0.987240,1.000000,0.024000,0.028400,0.011469,0.025205
100,0.987160,1.000000,0.029000,0.027927,0.013755,0.025341
110,0.988600,1.000000,0.023000,0.025710,0.008253,0.022537
120,0.987040,1.000000,0.027500,0.029363,0.008735,0.025579
130,0.986680,1.000000,0.025500,0.028051,0.017453,0.026258
140,0.986960,1.000000,0.027000,0.027959,0.014776,0.025770
150,0.987760,1.000000,0.029000,0.027359,0.009584,0.024214
160,0.989000,1.000000,0.024500,0.023951,0.012106,0.021753
170,0.985480,1.000000,0.028500,0.031780,0.013722,0.028636
180,0.985720,1.000000,0.026000,0.031276,0.012571,0.028048
190,0.987440,1.000000,0.027000,0.027218,0.013771,0.024793
200,0.988160,1.000000,0.024000,0.026908,0.008351,0.023439
210,0.987360,1.000000,0.022500,0.027031,0.015322,0.024972
220,0.987880,1.000000,0.023000,0.026429,0.013102,0.023934
230,0.990080,1.000000,0.021000,0.021257,0.012718,0.019648
240,0.989200,1.000000,0.024500,0.024814,0.006718,0.021386
250,0.987120,1.000000,0.021000,0.027176,0.017208,0.025404
260,0.987680,1.000000,0.025500,0.027108,0.012106,0.024333
270,0.989200,1.000000,0.025500,0.023890,0.010335,0.021366
280,0.990800,1.000000,0.016500,0.021082,0.006384,0.018242
290,0.989760,1.000000,0.020500,0.022684,0.009902,0.020284
300,0.988000,1.000000,0.023000,0.026698,0.011118,0.023722
310,0.987720,1.000000,0.026000,0.027980,0.008367,0.024246
320,0.987320,1.000000,0.025500,0.028596,0.009053,0.025065
330,0.988120,1.000000,0.028000,0.026047,0.011951,0.023508
340,0.987560,1.000000,0.029500,0.027084,0.012620,0.024582
350,0.987680,1.000000,0.023000,0.027539,0.009567,0.024346
360,0.989200,1.000000,0.017000,0.024653,0.007184,0.021387
370,0.987800,1.000000,0.024000,0.026345,0.014155,0.024112
380,0.987240,1.000000,0.029000,0.027702,0.013788,0.025158
390,0.987160,1.000000,0.027500,0.028051,0.013420,0.025343
400,0.986000,1.000000,0.029000,0.030371,0.014922,0.027636
410,0.987520,1.000000,0.023500,0.028608,0.007151,0.024641
420,0.988680,1.000000,0.019500,0.025090,0.009935,0.022375
430,0.986120,1.000000,0.029500,0.029514,0.017706,0.027284
440,0.987960,1.000000,0.023000,0.026592,0.010702,0.023794
450,0.990320,1.000000,0.011500,0.021210,0.009951,0.019189
460,0.988560,1.000000,0.024000,0.024908,0.012237,0.022620
470,0.987520,1.000000,0.023000,0.027198,0.012971,0.024650
480,0.988880,1.000000,0.020500,0.024892,0.009200,0.021993
490,0.988880,1.000000,0.022500,0.023731,0.014204,0.021967
500,0.988600,1.000000,0.024500,0.024494,0.013804,0.022574
