generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.528800,0.640000,0.360500,0.000000,0.501371,0.492240
10,0.691920,0.880000,0.411500,0.195239,0.333020,0.410027
20,0.917640,0.990000,0.156500,0.133186,0.090580,0.147910
30,0.984000,1.000000,0.032500,0.033153,0.022245,0.031432
40,0.988120,1.000000,0.026000,0.027231,0.007184,0.023521
50,0.986680,1.000000,0.029500,0.028673,0.014637,0.026249
60,0.986040,1.000000,0.033000,0.030400,0.014669,0.027541
70,0.989280,1.000000,0.015000,0.023859,0.009788,0.021225
80,0.988040,1.000000,0.025000,0.027143,0.008286,0.023654
90,0.987600,1.000000,0.018000,0.027594,0.010767,0.024502
100,0.989240,1.000000,0.020000,0.024002,0.008735,0.021246
110,0.986400,1.000000,0.028500,0.028888,0.017086,0.026837
120,0.987920,1.000000,0.018000,0.025867,0.014571,0.023858
130,0.987320,1.000000,0.021000,0.026665,0.016514,0.024983
140,0.987440,1.000000,0.029000,0.027418,0.013053,0.024844
150,0.986760,1.000000,0.024000,0.029210,0.012571,0.026093
160,0.987200,1.000000,0.026500,0.027708,0.014424,0.025262
170,0.987000,1.000000,0.024000,0.028039,0.014253,0.025702
180,0.987040,1.000000,0.028500,0.028890,0.011102,0.025581
190,0.987560,1.000000,0.022500,0.027251,0.011853,0.024594
200,0.987880,1.000000,0.026000,0.027339,0.008335,0.023962
210,0.987120,1.000000,0.025000,0.027933,0.013788,0.025446
220,0.986000,1.000000,0.025000,0.031359,0.009551,0.027578
230,0.986200,1.000000,0.026500,0.030637,0.012269,0.027224
240,0.985760,1.000000,0.029500,0.031704,0.011502,0.028046
250,0.985760,1.000000,0.031000,0.030157,0.018294,0.028034
260,0.987120,1.000000,0.019500,0.027935,0.013437,0.025429
270,0.986880,1.000000,0.035500,0.027839,0.017069,0.025882
280,0.987400,1.000000,0.026000,0.027737,0.011886,0.024901
290,0.986440,1.000000,0.028000,0.028390,0.018906,0.026734
300,0.987400,1.000000,0.026500,0.026771,0.016008,0.024882
310,0.990960,1.000000,0.020500,0.020382,0.007535,0.017934
320,0.988160,1.000000,0.024000,0.024755,0.016522,0.023347
330,0.988560,1.000000,0.021500,0.025871,0.008351,0.022658
340,0.987520,1.000000,0.022500,0.027041,0.014302,0.024580
350,0.989200,1.000000,0.018500,0.024288,0.008302,0.021339
360,0.989160,1.000000,0.025500,0.023729,0.011804,0.021459
370,0.988760,1.000000,0.022500,0.024524,0.011804,0.022256
380,0.988200,1.000000,0.024500,0.026512,0.008751,0.023369
390,0.987600,1.000000,0.021500,0.028016,0.008686,0.024502
400,0.989440,1.000000,0.017000,0.024251,0.006767,0.020910
410,0.987120,1.000000,0.023500,0.028645,0.011151,0.025435
420,0.986440,1.000000,0.031000,0.028859,0.017290,0.026676
430,0.986360,1.000000,0.026500,0.029094,0.016988,0.026865
440,0.987280,1.000000,0.025500,0.027992,0.011820,0.025137
450,0.988280,1.000000,0.023500,0.025669,0.012253,0.023176
460,0.987040,1.000000,0.027000,0.029584,0.007967,0.025582
470,0.986000,1.000000,0.031500,0.031033,0.011690,0.027589
480,0.990520,1.000000,0.018000,0.021788,0.005951,0.018802
490,0.988920,1.000000,0.026000,0.024604,0.009967,0.021884
500,0.988920,1.000000,0.019000,0.025590,0.005584,0.021951
