generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.528560,0.590000,0.342000,0.000000,0.499053,0.509040
10,0.684960,0.810000,0.442500,0.206727,0.353012,0.435478
20,0.904000,0.950000,0.159500,0.140031,0.124743,0.164431
30,0.973640,1.000000,0.043500,0.050833,0.036563,0.051149
40,0.986600,1.000000,0.029500,0.029910,0.009967,0.026446
50,0.986200,1.000000,0.029000,0.029376,0.016776,0.027231
60,0.986520,1.000000,0.025500,0.029169,0.014302,0.026531
70,0.988640,1.000000,0.018000,0.024431,0.013853,0.022459
80,0.987880,1.000000,0.021500,0.025408,0.016873,0.023984
90,0.987160,1.000000,0.027000,0.028969,0.009584,0.025376
100,0.987560,1.000000,0.024000,0.027388,0.011453,0.024502
110,0.986120,1.000000,0.024500,0.030857,0.011551,0.027378
120,0.987880,1.000000,0.022000,0.026480,0.011837,0.023953
130,0.988240,1.000000,0.021000,0.025637,0.012473,0.023243
140,0.987960,1.000000,0.027000,0.025769,0.014988,0.023787
150,0.987080,1.000000,0.026000,0.028953,0.009518,0.025512
160,0.988600,1.000000,0.023000,0.024914,0.012139,0.022543
170,0.988920,1.000000,0.021500,0.024037,0.012188,0.021942
180,0.988320,1.000000,0.020000,0.026120,0.009951,0.023097
190,0.989120,1.000000,0.018000,0.023349,0.013004,0.021543
200,0.988880,1.000000,0.020500,0.024906,0.008686,0.022046
210,0.986360,1.000000,0.024500,0.028549,0.018857,0.026850
220,0.987000,1.000000,0.028000,0.028600,0.012971,0.025653
230,0.989480,1.000000,0.024500,0.022796,0.012269,0.020831
240,0.988800,1.000000,0.021500,0.025304,0.008318,0.022161
250,0.985480,1.000000,0.028000,0.032343,0.011535,0.028619
260,0.988240,1.000000,0.029000,0.025712,0.011453,0.023237
270,0.988760,1.000000,0.020000,0.025263,0.008751,0.022226
280,0.986840,1.000000,0.024500,0.028908,0.012669,0.025958
290,0.986520,1.000000,0.020500,0.030141,0.011037,0.026587
300,0.988640,1.000000,0.017000,0.025016,0.010302,0.022475
310,0.987600,1.000000,0.029000,0.027902,0.010269,0.024546
320,0.990200,1.000000,0.017000,0.021671,0.009502,0.019409
330,0.987640,1.000000,0.026500,0.027443,0.011069,0.024424
340,0.985320,1.000000,0.033500,0.031286,0.017853,0.028907
350,0.987800,1.000000,0.023500,0.026884,0.011869,0.024082
360,0.987800,1.000000,0.021000,0.026094,0.014620,0.024115
370,0.987920,1.000000,0.024000,0.026114,0.014269,0.023867
380,0.988480,1.000000,0.016000,0.025957,0.008335,0.022804
390,0.988560,1.000000,0.019000,0.025667,0.009069,0.022613
400,0.986560,1.000000,0.023000,0.029108,0.014686,0.026554
410,0.987880,1.000000,0.026000,0.027620,0.008367,0.023982
420,0.987680,1.000000,0.022500,0.027139,0.011690,0.024348
430,0.988400,1.000000,0.020000,0.026400,0.007967,0.022941
440,0.986920,1.000000,0.024000,0.029355,0.009886,0.025806
450,0.987280,1.000000,0.023000,0.027780,0.012506,0.025090
460,0.987520,1.000000,0.026000,0.029076,0.005167,0.024642
470,0.986800,1.000000,0.028500,0.029751,0.009567,0.026034
480,0.988360,1.000000,0.020500,0.026245,0.009151,0.023008
490,0.987680,1.000000,0.024000,0.026582,0.013037,0.024348
500,0.987040,1.000000,0.027000,0.029014,0.009902,0.025543
