generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.510400,0.590000,0.446500,0.000000,0.499657,0.491680
10,0.686240,0.890000,0.329500,0.207620,0.315673,0.411299
20,0.917240,0.980000,0.154000,0.113347,0.091110,0.139350
30,0.977200,1.000000,0.042500,0.047084,0.021461,0.043682
40,0.989120,1.000000,0.017000,0.023020,0.013780,0.021542
50,0.988680,1.000000,0.025000,0.025529,0.008767,0.022405
60,0.986520,1.000000,0.025500,0.029931,0.011551,0.026552
70,0.988360,1.000000,0.028000,0.026418,0.007951,0.023013
80,0.987440,1.000000,0.025000,0.027857,0.011102,0.024818
90,0.988880,1.000000,0.019000,0.024096,0.012220,0.021975
100,0.984640,1.000000,0.032000,0.032812,0.017829,0.030218
110,0.989960,1.000000,0.016000,0.021596,0.012351,0.019879
120,0.988800,1.000000,0.027500,0.023833,0.014106,0.022147
130,0.987400,1.000000,0.023500,0.028984,0.006751,0.024871
140,0.987840,1.000000,0.024000,0.026561,0.012286,0.024006
150,0.988000,1.000000,0.024500,0.026253,0.011886,0.023694
160,0.987520,1.000000,0.024000,0.027033,0.014122,0.024658
170,0.987760,1.000000,0.019500,0.026498,0.013420,0.024186
180,0.988360,1.000000,0.018500,0.025251,0.012620,0.023015
190,0.987480,1.000000,0.022000,0.027880,0.010922,0.024724
200,0.988160,1.000000,0.022500,0.026610,0.009118,0.023414
210,0.987200,1.000000,0.020500,0.028380,0.010318,0.025310
220,0.988440,1.000000,0.020500,0.025967,0.009184,0.022854
230,0.986320,1.000000,0.027000,0.029488,0.014571,0.026986
240,0.987200,1.000000,0.027500,0.027714,0.014155,0.025293
250,0.987440,1.000000,0.026000,0.028192,0.009567,0.024805
260,0.988000,1.000000,0.019000,0.027253,0.007935,0.023727
270,0.988640,1.000000,0.022500,0.024102,0.015053,0.022437
280,0.988600,1.000000,0.019500,0.025898,0.008335,0.022542
290,0.988600,1.000000,0.024000,0.024492,0.013453,0.022550
300,0.986320,1.000000,0.029000,0.029765,0.014620,0.027025
310,0.987040,1.000000,0.018500,0.028153,0.013820,0.025571
320,0.987200,1.000000,0.019500,0.026849,0.018155,0.025243
330,0.986840,1.000000,0.024500,0.029712,0.009584,0.026033
340,0.988840,1.000000,0.029500,0.025116,0.008735,0.022064
350,0.988040,1.000000,0.023500,0.027157,0.007167,0.023666
360,0.987480,1.000000,0.023000,0.027690,0.010702,0.024683
370,0.987760,1.000000,0.019500,0.025861,0.016490,0.024124
380,0.987040,1.000000,0.020000,0.028124,0.013135,0.025574
390,0.987920,1.000000,0.021000,0.026192,0.012718,0.023877
400,0.986680,1.000000,0.028000,0.029239,0.012473,0.026305
410,0.987680,1.000000,0.026000,0.027524,0.010751,0.024368
420,0.988040,1.000000,0.023000,0.024669,0.018359,0.023650
430,0.986640,1.000000,0.025500,0.029151,0.013404,0.026417
440,0.986960,1.000000,0.027500,0.028747,0.011935,0.025736
450,0.988960,1.000000,0.025000,0.024510,0.010318,0.021829
460,0.988320,1.000000,0.018000,0.026345,0.008335,0.023108
470,0.988760,1.000000,0.022500,0.024745,0.011118,0.022238
480,0.987320,1.000000,0.021500,0.027914,0.012351,0.025014
490,0.988480,1.000000,0.018500,0.025471,0.011486,0.022790
500,0.988960,1.000000,0.020500,0.025892,0.004302,0.021864
