generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.470960,0.610000,0.489500,0.000000,0.502139,0.491480
10,0.658240,0.860000,0.410000,0.215902,0.335804,0.444685
20,0.908480,0.960000,0.146000,0.119549,0.102604,0.150268
30,0.977040,1.000000,0.038500,0.041000,0.022629,0.042814
40,0.988040,1.000000,0.023500,0.025355,0.015355,0.023646
50,0.987640,1.000000,0.025000,0.027539,0.010702,0.024402
60,0.988000,1.000000,0.026000,0.025737,0.014620,0.023712
70,0.987680,1.000000,0.021000,0.026680,0.013902,0.024352
80,0.989560,1.000000,0.019000,0.023488,0.008702,0.020671
90,0.987920,1.000000,0.026000,0.026755,0.011118,0.023885
100,0.986880,1.000000,0.028000,0.029888,0.007584,0.025939
110,0.987200,1.000000,0.026500,0.027382,0.015437,0.025299
120,0.987320,1.000000,0.025500,0.028761,0.008735,0.025062
130,0.988120,1.000000,0.019000,0.026298,0.011486,0.023466
140,0.986040,1.000000,0.027500,0.029263,0.017355,0.027503
150,0.987920,1.000000,0.029000,0.025751,0.015069,0.023890
160,0.986760,1.000000,0.023500,0.028876,0.013404,0.026154
170,0.987480,1.000000,0.025500,0.026214,0.017290,0.024730
180,0.988080,1.000000,0.021000,0.025945,0.013053,0.023569
190,0.986800,1.000000,0.020000,0.029218,0.011518,0.026061
200,0.986760,1.000000,0.032500,0.029339,0.011469,0.026176
210,0.984880,1.000000,0.027500,0.034192,0.009535,0.029817
220,0.987520,1.000000,0.024500,0.027316,0.013086,0.024633
230,0.988720,1.000000,0.023000,0.024982,0.010702,0.022328
240,0.987920,1.000000,0.027500,0.026069,0.013453,0.023888
250,0.987760,1.000000,0.023500,0.027000,0.011967,0.024172
260,0.989240,1.000000,0.020000,0.024037,0.009151,0.021322
270,0.988880,1.000000,0.023000,0.024612,0.010335,0.021993
280,0.986600,1.000000,0.029000,0.028798,0.015804,0.026462
290,0.986960,1.000000,0.022000,0.027290,0.018204,0.025721
300,0.988720,1.000000,0.022500,0.024433,0.012604,0.022334
310,0.988440,1.000000,0.017500,0.026039,0.008751,0.022888
320,0.988680,1.000000,0.025000,0.025233,0.009984,0.022364
330,0.987880,1.000000,0.030000,0.027765,0.007151,0.023925
340,0.988760,1.000000,0.020000,0.025845,0.006767,0.022265
350,0.987280,1.000000,0.022500,0.027461,0.013388,0.025082
360,0.987960,1.000000,0.022500,0.026382,0.011967,0.023798
370,0.987600,1.000000,0.032000,0.027533,0.010718,0.024524
380,0.986720,1.000000,0.026000,0.029680,0.010637,0.026206
390,0.988760,1.000000,0.022500,0.025739,0.007551,0.022218
400,0.989920,1.000000,0.023000,0.022716,0.008335,0.019945
410,0.988240,1.000000,0.022000,0.025724,0.012253,0.023281
420,0.988720,1.000000,0.023000,0.024520,0.012269,0.022301
430,0.987040,1.000000,0.023500,0.028541,0.012171,0.025584
440,0.988800,1.000000,0.023500,0.025735,0.007167,0.022163
450,0.989960,1.000000,0.021500,0.022071,0.010253,0.019884
460,0.988200,1.000000,0.022500,0.026806,0.007951,0.023375
470,0.987320,1.000000,0.024500,0.027098,0.015420,0.025044
480,0.988000,1.000000,0.025500,0.026665,0.010367,0.023711
490,0.989360,1.000000,0.023000,0.023424,0.010318,0.021055
500,0.986720,1.000000,0.025500,0.028780,0.014090,0.026177
