generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.515602,0.557207,0.459000,0.000000,0.499845,0.506800
10,0.588697,0.672615,0.441500,0.140204,0.387461,0.485498
20,0.649173,0.711461,0.376000,0.143194,0.270865,0.405085
30,0.682941,0.725565,0.268500,0.122286,0.211363,0.321342
40,0.700831,0.730352,0.239000,0.091208,0.176139,0.263634
50,0.712292,0.730722,0.151000,0.059851,0.149053,0.223512
60,0.712577,0.730722,0.195000,0.057427,0.134661,0.216023
70,0.713947,0.730722,0.193500,0.058196,0.129249,0.209412
80,0.715454,0.730722,0.192500,0.051731,0.129037,0.203208
90,0.714764,0.732695,0.154000,0.051720,0.126816,0.204213
100,0.716359,0.732695,0.192500,0.049347,0.124931,0.194083
110,0.716421,0.732695,0.160000,0.054159,0.130139,0.192309
120,0.717362,0.732695,0.165500,0.051724,0.116490,0.181749
130,0.716865,0.732263,0.164000,0.057378,0.113494,0.191294
140,0.719895,0.732695,0.171500,0.043676,0.112286,0.176749
150,0.719177,0.732695,0.154000,0.045204,0.124106,0.184986
160,0.720197,0.732572,0.185000,0.042551,0.116245,0.181102
170,0.719369,0.732695,0.185500,0.043235,0.109371,0.179155
180,0.719125,0.732695,0.184500,0.048253,0.105992,0.185214
190,0.717663,0.732695,0.159000,0.056506,0.110237,0.191777
200,0.718632,0.732695,0.157000,0.050782,0.116229,0.187953
210,0.718912,0.732695,0.157500,0.048618,0.111722,0.182627
220,0.718249,0.732695,0.166000,0.047714,0.117649,0.183293
230,0.718149,0.732695,0.166500,0.053004,0.112465,0.182012
240,0.719360,0.732695,0.192500,0.048380,0.110629,0.181161
250,0.717581,0.732151,0.152500,0.049069,0.115690,0.181047
260,0.719056,0.732286,0.129500,0.044027,0.124735,0.181104
270,0.718992,0.732398,0.145000,0.048096,0.115110,0.181821
280,0.719440,0.732572,0.132500,0.046059,0.121363,0.183180
290,0.718716,0.732572,0.173500,0.049155,0.123167,0.178466
300,0.720050,0.732408,0.135000,0.045796,0.097265,0.169414
310,0.719390,0.733342,0.142500,0.051465,0.083355,0.166498
320,0.719306,0.732521,0.130500,0.051245,0.096000,0.165577
330,0.719059,0.733478,0.124000,0.051402,0.103298,0.168702
340,0.720360,0.733708,0.137000,0.050608,0.084939,0.168743
350,0.719672,0.733708,0.160500,0.050076,0.080286,0.166096
360,0.720485,0.733708,0.135500,0.044782,0.078939,0.161889
370,0.719534,0.733708,0.140500,0.054014,0.079494,0.164416
380,0.720888,0.733708,0.136500,0.050918,0.092857,0.165949
390,0.719791,0.733708,0.146000,0.058602,0.075069,0.163011
400,0.721167,0.733708,0.112000,0.048176,0.071608,0.155637
410,0.721771,0.733708,0.093000,0.041063,0.075780,0.151610
420,0.721951,0.733708,0.131500,0.038594,0.076376,0.153178
430,0.721401,0.733708,0.150500,0.046918,0.070286,0.158241
440,0.721292,0.733708,0.155500,0.041810,0.081624,0.156749
450,0.721500,0.734294,0.158500,0.046427,0.081771,0.160192
460,0.721104,0.733595,0.122500,0.044343,0.084335,0.157463
470,0.720867,0.733585,0.125500,0.049122,0.089608,0.161945
480,0.721980,0.733708,0.131500,0.044533,0.081257,0.158732
490,0.720498,0.733708,0.129000,0.050184,0.082980,0.161382
500,0.720424,0.733708,0.145000,0.048294,0.083649,0.162258
