graph_id,lambda2,domain,seed,final_diversity,final_best_fitness,final_mean_fitness
rand3_12_s89,1.0327,nk4,1,0.023999999999999997,0.7744987438959356,0.7655119200243933
rand3_12_s89,1.0327,nk4,2,0.021000000000000005,0.7723899058037634,0.762656613509838
rand3_12_s89,1.0327,nk4,3,0.025,0.7616009936656467,0.7536847384510295
rand3_12_s89,1.0327,nk4,4,0.022,0.7663390785326587,0.7585711023713215
rand3_12_s89,1.0327,nk4,5,0.022,0.7697821227408658,0.7600707923682802
rand3_12_s89,1.0327,nk4,6,0.017499999999999998,0.76912153051177,0.7610164985129324
rand3_12_s89,1.0327,nk4,7,0.026000000000000002,0.7758679601386729,0.7675653583891855
rand3_12_s89,1.0327,nk4,8,0.04050000000000001,0.7659741057913534,0.7572081084096783
rand3_12_s89,1.0327,nk4,9,0.023,0.7735951960244045,0.7644719807228879
rand3_12_s89,1.0327,nk4,10,0.026500000000000013,0.7591841979002623,0.7500757878546923
rand3_12_s89,1.0327,nk4,11,0.03100000000000001,0.7673078450506601,0.7590684265091329
rand3_12_s89,1.0327,nk4,12,0.023000000000000003,0.7735193652867168,0.7637780983039999
rand3_12_s89,1.0327,nk4,13,0.019000000000000003,0.7702595903002367,0.7614679762823457
rand3_12_s89,1.0327,nk4,14,0.023500000000000004,0.7592504680031291,0.7518164654925431
rand3_12_s89,1.0327,nk4,15,0.021,0.7670004892814274,0.7580108028149551
rand3_12_s89,1.0327,nk4,16,0.024000000000000004,0.7693147654169291,0.7609826077290733
rand3_12_s89,1.0327,nk4,17,0.03350000000000001,0.7597945538446433,0.7513704797308118
rand3_12_s89,1.0327,nk4,18,0.018,0.7737056576743772,0.7644247414263297
rand3_12_s89,1.0327,nk4,19,0.18499999999999994,0.7587416057718661,0.7496408172334164
rand3_12_s17,1.0968,onemax,0,0.013500000000000002,1.0,0.9927
rand3_12_s17,1.0968,onemax,1,0.012,1.0,0.99245
rand3_12_s17,1.0968,onemax,2,0.015500000000000003,1.0,0.9920166666666668
rand3_12_s17,1.0968,onemax,3,0.016000000000000004,1.0,0.9924166666666667
rand3_12_s17,1.0968,onemax,4,0.017500000000000005,1.0,0.9907499999999999
rand3_12_s17,1.0968,onemax,5,0.016999999999999998,1.0,0.99235
rand3_12_s17,1.0968,onemax,6,0.018,1.0,0.9920833333333333
rand3_12_s17,1.0968,onemax,7,0.018500000000000006,1.0,0.9920833333333333
rand3_12_s17,1.0968,onemax,8,0.017500000000000005,1.0,0.9911500000000001
rand3_12_s17,1.0968,onemax,9,0.011000000000000001,1.0,0.9924166666666667
rand3_12_s17,1.0968,onemax,10,0.018000000000000006,1.0,0.9914999999999999
rand3_12_s17,1.0968,onemax,11,0.014500000000000002,1.0,0.9919166666666668
rand3_12_s17,1.0968,onemax,12,0.016000000000000004,1.0,0.9915333333333335
rand3_12_s17,1.0968,onemax,13,0.016,1.0,0.9914166666666665
rand3_12_s17,1.0968,onemax,14,0.020500000000000008,1.0,0.9916166666666667
rand3_12_s17,1.0968,onemax,15,0.017500000000000005,1.0,0.9924333333333334
rand3_12_s17,1.0968,onemax,16,0.016999999999999998,1.0,0.9920833333333333
rand3_12_s17,1.0968,onemax,17,0.017000000000000005,1.0,0.9921166666666666
rand3_12_s17,1.0968,onemax,18,0.020000000000000007,1.0,0.9902666666666669
rand3_12_s17,1.0968,onemax,19,0.011,1.0,0.9931166666666666
rand3_12_s17,1.0968,nk4,0,0.026000000000000002,0.7592804205328504,0.7514554787143997
rand3_12_s17,1.0968,nk4,1,0.025,0.771986061618415,0.7625748658735201
rand3_12_s17,1.0968,nk4,2,0.019,0.7761460686884004,0.7670497677823342
rand3_12_s17,1.0968,nk4,3,0.0215,0.7597896136598012,0.7516020549010084
rand3_12_s17,1.0968,nk4,4,0.025500000000000002,0.7787475965053275,0.7689098168094258
rand3_12_s17,1.0968,nk4,5,0.0415,0.758720532974342,0.7487247221854759
rand3_12_s17,1.0968,nk4,6,0.014000000000000002,0.7804773557451469,0.7714169965662241
rand3_12_s17,1.0968,nk4,7,0.021500000000000005,0.7536861632837112,0.746612030929142
rand3_12_s17,1.0968,nk4,8,0.026000000000000002,0.7664717469734136,0.7564736592226471
rand3_12_s17,1.0968,nk4,9,0.02150000000000001,0.7618394872387746,0.7531512382536683
rand3_12_s17,1.0968,nk4,10,0.023,0.7609032873950129,0.7524089032129478
rand3_12_s17,1.0968,nk4,11,0.025000000000000005,0.765720387176253,0.758699348077924
rand3_12_s17,1.0968,nk4,12,0.0415,0.7652972928292356,0.75658292511032
rand3_12_s17,1.0968,nk4,13,0.020499999999999997,0.7663181446388709,0.7581074707687118
rand3_12_s17,1.0968,nk4,14,0.022500000000000003,0.7761500048285249,0.7674643906374037
rand3_12_s17,1.0968,nk4,15,0.027000000000000007,0.7618964074596849,0.753784440792742
rand3_12_s17,1.0968,nk4,16,0.13599999999999998,0.7561416552912706,0.7474037306557482
rand3_12_s17,1.0968,nk4,17,0.1535,0.7682812108348192,0.7560858684908636
rand3_12_s17,1.0968,nk4,18,0.019000000000000003,0.7743743379457233,0.7647185350676449
rand3_12_s17,1.0968,nk4,19,0.023999999999999997,0.7612574899811548,0.7538470315582315
franklin,1.2679,onemax,0,0.013999999999999999,1.0,0.9925833333333333
