generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.495668,0.559691,0.361000,0.000000,0.497045,0.507440
10,0.577932,0.624150,0.480500,0.147335,0.411853,0.478975
20,0.631850,0.682478,0.338000,0.120186,0.338416,0.454826
30,0.656500,0.706192,0.376000,0.096355,0.335788,0.457826
40,0.670447,0.715321,0.403500,0.080253,0.299845,0.439000
50,0.684702,0.719902,0.368500,0.062092,0.262751,0.427690
60,0.686729,0.727514,0.324000,0.069669,0.255804,0.425008
70,0.693175,0.728800,0.390500,0.064112,0.238098,0.418087
80,0.694294,0.728807,0.319000,0.060288,0.231673,0.414230
90,0.697261,0.729194,0.323500,0.057324,0.227437,0.406430
100,0.698055,0.729354,0.344000,0.057165,0.232302,0.407866
110,0.700927,0.737056,0.401000,0.055300,0.228506,0.397874
120,0.705206,0.732196,0.353500,0.047151,0.232694,0.395644
130,0.708063,0.737056,0.299000,0.045690,0.221020,0.386815
140,0.708711,0.737056,0.329500,0.041220,0.222327,0.386434
150,0.707587,0.742863,0.396000,0.050861,0.234686,0.382206
160,0.710632,0.742863,0.327500,0.048927,0.214433,0.376350
170,0.713330,0.742863,0.383000,0.034006,0.213110,0.374121
180,0.714369,0.742863,0.301000,0.036614,0.211469,0.374980
190,0.711090,0.742863,0.383000,0.047292,0.214310,0.377992
200,0.711495,0.742863,0.349500,0.051000,0.214384,0.376471
210,0.713179,0.742863,0.328000,0.047594,0.212645,0.369390
220,0.712774,0.742939,0.313500,0.049255,0.215910,0.371009
230,0.712930,0.742863,0.282000,0.046798,0.212906,0.373857
240,0.712034,0.742863,0.289000,0.049624,0.209094,0.366818
250,0.713699,0.742863,0.301500,0.044943,0.216980,0.369126
260,0.715969,0.742863,0.311000,0.047578,0.208384,0.367495
270,0.712110,0.742863,0.387000,0.049676,0.211984,0.371533
280,0.715473,0.742863,0.298000,0.046878,0.207420,0.371432
290,0.715496,0.742863,0.280000,0.047312,0.215216,0.366626
300,0.714096,0.742863,0.371500,0.053231,0.215322,0.368885
310,0.715275,0.742863,0.359000,0.048457,0.220057,0.371316
320,0.715132,0.742863,0.273000,0.053127,0.206784,0.368579
330,0.717356,0.742863,0.300000,0.044078,0.208155,0.365142
340,0.715198,0.742863,0.256500,0.047892,0.216718,0.371290
350,0.714708,0.742863,0.339000,0.047100,0.210327,0.368490
360,0.717146,0.742863,0.343000,0.040994,0.207714,0.362710
370,0.714920,0.742863,0.347500,0.045969,0.208433,0.363496
380,0.714501,0.742863,0.350000,0.047118,0.212718,0.364099
390,0.718832,0.742863,0.293500,0.037347,0.206286,0.362054
400,0.714533,0.742863,0.349000,0.050143,0.210857,0.362412
410,0.717455,0.742863,0.314500,0.044567,0.207657,0.363884
420,0.713637,0.742863,0.287000,0.051318,0.218139,0.369014
430,0.716961,0.742863,0.342500,0.040318,0.208416,0.367098
440,0.716550,0.742863,0.231500,0.041584,0.213331,0.367570
450,0.715809,0.742863,0.247500,0.048241,0.218645,0.372798
460,0.718189,0.742863,0.293000,0.041037,0.216310,0.364977
470,0.716349,0.742863,0.267500,0.048469,0.217159,0.367566
480,0.715599,0.742863,0.359000,0.048094,0.213045,0.369071
490,0.716063,0.742863,0.366000,0.044010,0.211118,0.363926
500,0.717633,0.742863,0.323500,0.043092,0.209869,0.366565
