generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.512121,0.562321,0.458500,0.000000,0.501208,0.512880
10,0.584746,0.631160,0.391000,0.123051,0.413478,0.494146
20,0.631168,0.681150,0.458000,0.113100,0.339608,0.471442
30,0.662380,0.709173,0.403000,0.082408,0.301976,0.461306
40,0.676996,0.716022,0.403500,0.067455,0.286955,0.447208
50,0.685447,0.728939,0.366500,0.059180,0.270653,0.447003
60,0.690224,0.729053,0.408500,0.055678,0.267404,0.444752
70,0.691545,0.729293,0.351500,0.056300,0.261045,0.444310
80,0.690847,0.729335,0.437000,0.059422,0.263584,0.439439
90,0.693027,0.729053,0.408500,0.062233,0.260473,0.434182
100,0.694730,0.728369,0.379000,0.054071,0.271510,0.422929
110,0.695533,0.737900,0.392500,0.060969,0.255420,0.414518
120,0.700617,0.736595,0.377500,0.050624,0.247110,0.408194
130,0.702659,0.746765,0.314500,0.053573,0.230327,0.402312
140,0.701780,0.746765,0.330000,0.053639,0.235078,0.400010
150,0.703952,0.749099,0.334500,0.055190,0.229878,0.397312
160,0.706179,0.747087,0.331500,0.052692,0.229714,0.390399
170,0.706599,0.746846,0.407000,0.059598,0.214000,0.386151
180,0.712182,0.747087,0.279000,0.044273,0.215616,0.386530
190,0.710079,0.746846,0.353000,0.051855,0.216367,0.386717
200,0.710296,0.749698,0.315500,0.040388,0.215347,0.386176
210,0.712682,0.746846,0.291500,0.042094,0.213894,0.382327
220,0.710201,0.746846,0.357500,0.047339,0.218286,0.385946
230,0.710799,0.746846,0.316000,0.051773,0.219780,0.388804
240,0.711839,0.746846,0.366000,0.046914,0.222808,0.394045
250,0.716364,0.747087,0.342000,0.040167,0.217502,0.390401
260,0.713627,0.747087,0.280500,0.040792,0.213722,0.388610
270,0.715049,0.747087,0.352000,0.037937,0.214253,0.387225
280,0.714945,0.746846,0.324500,0.036712,0.223355,0.389849
290,0.714195,0.747087,0.291500,0.040416,0.222767,0.386362
300,0.712462,0.747087,0.331000,0.044767,0.222114,0.387548
310,0.712306,0.747087,0.399500,0.046445,0.222620,0.388236
320,0.712907,0.746846,0.333500,0.046220,0.220163,0.383864
330,0.709858,0.746846,0.395000,0.052108,0.223208,0.390297
340,0.711632,0.746846,0.326000,0.047565,0.223902,0.388594
350,0.713607,0.746846,0.338000,0.045322,0.224082,0.393366
360,0.713803,0.747087,0.326500,0.048784,0.224294,0.390328
370,0.712159,0.747087,0.356000,0.050298,0.219543,0.389664
380,0.713014,0.747087,0.305000,0.052110,0.217788,0.382566
390,0.714813,0.747087,0.316000,0.042804,0.215829,0.380378
400,0.712267,0.745279,0.340500,0.047565,0.223200,0.381998
410,0.712502,0.747087,0.303500,0.047973,0.223469,0.377544
420,0.713033,0.746765,0.349500,0.048561,0.220824,0.382889
430,0.713412,0.746765,0.373000,0.047614,0.220188,0.376272
440,0.713370,0.745279,0.294500,0.049931,0.225445,0.376893
450,0.710598,0.746524,0.279500,0.057333,0.228000,0.378330
460,0.713522,0.746524,0.256500,0.054108,0.223624,0.377526
470,0.715186,0.745723,0.267000,0.049108,0.228082,0.375831
480,0.714940,0.745037,0.365500,0.046308,0.231673,0.377566
490,0.713673,0.745279,0.281500,0.050639,0.236906,0.381038
500,0.716616,0.746846,0.302500,0.049127,0.227518,0.382139
