generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.512929,0.578376,0.374500,0.000000,0.503118,0.500440
10,0.582703,0.619649,0.352500,0.121876,0.417404,0.483154
20,0.623387,0.678837,0.498500,0.122224,0.372931,0.475375
30,0.652431,0.697711,0.402500,0.104429,0.324220,0.462098
40,0.673035,0.721909,0.367000,0.087580,0.298841,0.443678
50,0.682871,0.724220,0.350000,0.067276,0.285943,0.437691
60,0.691407,0.736305,0.309000,0.065510,0.268261,0.437803
70,0.695412,0.740447,0.441000,0.058443,0.260800,0.433357
80,0.701111,0.746466,0.301000,0.050886,0.251078,0.431024
90,0.705263,0.750243,0.303500,0.055331,0.241118,0.425744
100,0.703492,0.750243,0.403000,0.060204,0.247551,0.425719
110,0.705495,0.750243,0.372000,0.062967,0.238188,0.426901
120,0.708032,0.752215,0.328500,0.059304,0.239241,0.419049
130,0.709856,0.753943,0.287000,0.051537,0.233984,0.418447
140,0.713035,0.753943,0.386000,0.046165,0.230563,0.420034
150,0.713508,0.753943,0.365000,0.038953,0.232384,0.418234
160,0.716222,0.753943,0.322000,0.038806,0.231388,0.414825
170,0.714154,0.753943,0.336500,0.045884,0.234816,0.413810
180,0.714571,0.754392,0.304500,0.049063,0.230033,0.410926
190,0.712616,0.753943,0.347500,0.054471,0.230204,0.410926
200,0.715030,0.751225,0.354000,0.048253,0.220261,0.406235
210,0.716692,0.751225,0.299000,0.041863,0.215045,0.402148
220,0.717696,0.751225,0.313500,0.037773,0.220245,0.402874
230,0.717441,0.751225,0.377500,0.044218,0.210882,0.402791
240,0.716428,0.751225,0.383500,0.042412,0.210824,0.404333
250,0.716152,0.751225,0.366500,0.039747,0.219339,0.408538
260,0.717095,0.751225,0.335000,0.043249,0.217527,0.403714
270,0.716371,0.751225,0.366000,0.045386,0.214351,0.406802
280,0.717803,0.751225,0.328000,0.039331,0.214278,0.406878
290,0.714204,0.751225,0.324000,0.043090,0.223396,0.409658
300,0.716706,0.751225,0.353500,0.044957,0.218506,0.405294
310,0.716740,0.751225,0.308500,0.045906,0.216514,0.411123
320,0.717673,0.751225,0.289500,0.046018,0.215020,0.405510
330,0.717857,0.751225,0.333000,0.043569,0.218841,0.406476
340,0.713192,0.751225,0.352500,0.052067,0.220743,0.407345
350,0.715226,0.751225,0.403500,0.051698,0.216376,0.409747
360,0.716118,0.751225,0.314000,0.047233,0.220147,0.408520
370,0.713590,0.751225,0.336000,0.053590,0.219167,0.409489
380,0.712633,0.751225,0.354500,0.053286,0.222808,0.411857
390,0.715567,0.751225,0.344000,0.045951,0.216792,0.407403
400,0.716929,0.751225,0.333000,0.044188,0.208547,0.406898
410,0.717189,0.751225,0.309000,0.042620,0.214539,0.404077
420,0.715806,0.751225,0.396500,0.049314,0.216180,0.403811
430,0.718884,0.751225,0.385000,0.041810,0.216008,0.404258
440,0.716374,0.751225,0.396500,0.044110,0.215788,0.405482
450,0.715462,0.751225,0.354000,0.047284,0.213200,0.403548
460,0.716136,0.751225,0.353500,0.047106,0.221404,0.404011
470,0.713470,0.751225,0.354500,0.048965,0.224849,0.400515
480,0.717458,0.751225,0.294500,0.044647,0.217820,0.402730
490,0.718200,0.751225,0.288000,0.042690,0.215959,0.406809
500,0.716123,0.751225,0.302500,0.047496,0.222947,0.405090
