generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.505924,0.563122,0.391000,0.000000,0.494196,0.489480
10,0.577006,0.629999,0.395000,0.136953,0.419208,0.459798
20,0.624640,0.678577,0.359500,0.114980,0.335984,0.430918
30,0.652371,0.698793,0.360500,0.103520,0.306424,0.411889
40,0.666842,0.710824,0.328500,0.096461,0.257118,0.399723
50,0.686667,0.721285,0.331500,0.070751,0.246171,0.384370
60,0.693283,0.727731,0.312000,0.066459,0.239527,0.391291
70,0.696868,0.732380,0.340000,0.059945,0.238865,0.397352
80,0.699278,0.732477,0.368000,0.051371,0.239290,0.392468
90,0.698039,0.733795,0.358000,0.057561,0.237641,0.393909
100,0.701929,0.737482,0.357500,0.050590,0.235804,0.395798
110,0.703221,0.738896,0.308000,0.052669,0.238555,0.393535
120,0.703079,0.743055,0.320000,0.059824,0.233086,0.388854
130,0.704802,0.742597,0.359500,0.053198,0.231984,0.392634
140,0.707897,0.742597,0.329500,0.046922,0.230996,0.390660
150,0.710586,0.743055,0.342000,0.042522,0.226580,0.390315
160,0.706489,0.743055,0.405000,0.050251,0.224180,0.384411
170,0.706045,0.743055,0.328000,0.056847,0.223641,0.384858
180,0.711010,0.743055,0.327000,0.047271,0.225633,0.383420
190,0.709161,0.747066,0.358500,0.049235,0.228669,0.386618
200,0.709663,0.746608,0.320500,0.049708,0.229812,0.388980
210,0.709314,0.747066,0.347500,0.049461,0.224196,0.384874
220,0.710233,0.747066,0.295500,0.051257,0.224547,0.382491
230,0.709753,0.747066,0.348000,0.058200,0.226433,0.380962
240,0.711838,0.747066,0.297500,0.052008,0.227869,0.378361
250,0.712853,0.747066,0.367000,0.053437,0.227543,0.381150
260,0.714537,0.747066,0.361500,0.048822,0.231029,0.383196
270,0.715769,0.747066,0.280500,0.045190,0.224563,0.380706
280,0.715086,0.747066,0.301000,0.041916,0.233045,0.385566
290,0.712436,0.747066,0.310500,0.049518,0.230065,0.387979
300,0.716068,0.747066,0.337000,0.042414,0.227559,0.381837
310,0.714371,0.747066,0.371500,0.048306,0.235992,0.384922
320,0.717390,0.747066,0.342000,0.041890,0.233641,0.385839
330,0.715661,0.747066,0.372500,0.043437,0.229878,0.381523
340,0.716460,0.747066,0.347500,0.042608,0.230441,0.377500
350,0.716654,0.747066,0.323500,0.041178,0.229927,0.381078
360,0.716336,0.748651,0.317500,0.045165,0.229747,0.380232
370,0.714489,0.747066,0.332500,0.048653,0.229967,0.382394
380,0.713093,0.747066,0.307000,0.053157,0.233159,0.383035
390,0.714504,0.747066,0.366500,0.052902,0.228212,0.382534
400,0.715464,0.747066,0.350500,0.049500,0.233935,0.379837
410,0.715056,0.747676,0.312500,0.047953,0.228539,0.379530
420,0.714404,0.747066,0.367500,0.048555,0.229094,0.379485
430,0.717099,0.747066,0.351500,0.044453,0.230000,0.377433
440,0.716459,0.747066,0.303500,0.043390,0.228816,0.376774
450,0.717130,0.747066,0.285000,0.042247,0.221176,0.371422
460,0.715550,0.747066,0.298500,0.050616,0.222188,0.363828
470,0.717309,0.747066,0.328500,0.048865,0.219992,0.361631
480,0.716809,0.747066,0.239500,0.054482,0.219853,0.365930
490,0.718363,0.747066,0.314000,0.047804,0.214963,0.366602
500,0.719078,0.747066,0.357000,0.048406,0.217249,0.366244
