generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.511672,0.560332,0.375500,0.000000,0.501820,0.498680
10,0.574489,0.630531,0.375000,0.186751,0.230931,0.426352
20,0.637917,0.652415,0.165000,0.157090,0.103118,0.196824
30,0.651107,0.656326,0.081500,0.079882,0.083143,0.095726
40,0.652830,0.656616,0.065500,0.058616,0.056539,0.069716
50,0.653618,0.656791,0.060500,0.049545,0.058963,0.060410
60,0.653865,0.657018,0.050000,0.048253,0.039592,0.054145
70,0.653131,0.657018,0.048000,0.044951,0.045086,0.050147
80,0.652934,0.657018,0.057000,0.048847,0.052057,0.053515
90,0.653736,0.657018,0.046000,0.037808,0.031184,0.038901
100,0.653697,0.657018,0.043500,0.035176,0.049249,0.040054
110,0.653770,0.657018,0.035000,0.035359,0.041249,0.038398
120,0.653814,0.657018,0.043500,0.041618,0.037527,0.042137
130,0.654052,0.657018,0.045500,0.037231,0.048049,0.043352
140,0.653165,0.657018,0.043000,0.045261,0.055608,0.050159
150,0.653668,0.657018,0.055000,0.041106,0.063543,0.051638
160,0.653892,0.657018,0.046000,0.041061,0.043257,0.046262
170,0.653165,0.657018,0.041000,0.044310,0.053682,0.049647
180,0.653475,0.657018,0.038500,0.043920,0.040914,0.049994
190,0.653387,0.657018,0.059500,0.045918,0.052653,0.056371
200,0.653606,0.657018,0.054500,0.042910,0.048865,0.054467
210,0.654012,0.657018,0.047500,0.039059,0.042286,0.045142
220,0.653695,0.657018,0.046500,0.042796,0.049641,0.049306
230,0.653392,0.657018,0.050000,0.041284,0.050857,0.048809
240,0.654065,0.657018,0.041000,0.034251,0.049641,0.043398
250,0.653339,0.657018,0.043000,0.039288,0.058041,0.048574
260,0.653328,0.657018,0.042000,0.040769,0.043494,0.047362
270,0.653762,0.657018,0.047000,0.038773,0.048294,0.044163
280,0.653620,0.657018,0.048000,0.052061,0.032759,0.055236
290,0.653899,0.657018,0.040000,0.039765,0.039020,0.043682
300,0.653122,0.657018,0.048500,0.041822,0.038833,0.044982
310,0.653911,0.657018,0.036000,0.036284,0.039151,0.040159
320,0.653446,0.657018,0.056000,0.041139,0.042041,0.048794
330,0.653630,0.657018,0.053500,0.038341,0.051127,0.045193
340,0.653147,0.657018,0.048500,0.044484,0.061829,0.052748
350,0.653233,0.657018,0.047000,0.043692,0.054563,0.053562
360,0.653662,0.657018,0.050000,0.042180,0.049673,0.047246
370,0.653489,0.657018,0.053000,0.040173,0.051739,0.047378
380,0.653679,0.657018,0.050500,0.040884,0.052180,0.050097
390,0.653381,0.657018,0.051000,0.044873,0.046400,0.052556
400,0.652971,0.657018,0.053500,0.047724,0.063837,0.056365
410,0.653679,0.657018,0.052000,0.042986,0.039135,0.049702
420,0.653693,0.657018,0.042500,0.041092,0.056800,0.047336
430,0.653233,0.657018,0.044500,0.037561,0.056310,0.043457
440,0.653090,0.657018,0.054500,0.045359,0.063486,0.051890
450,0.653719,0.657018,0.042500,0.041118,0.044220,0.044138
460,0.653897,0.657018,0.039500,0.037890,0.035469,0.039902
470,0.653648,0.657018,0.052000,0.043265,0.045224,0.049466
480,0.653469,0.657018,0.048000,0.045300,0.040939,0.048223
490,0.653852,0.657018,0.045500,0.041659,0.047959,0.050572
500,0.653951,0.657018,0.042000,0.043004,0.035380,0.044087
