generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.503653,0.546841,0.342000,0.000000,0.499053,0.509040
10,0.570761,0.628183,0.412500,0.207443,0.244669,0.449786
20,0.635526,0.649141,0.185000,0.159118,0.142824,0.215218
30,0.648452,0.654588,0.117500,0.091837,0.092114,0.125318
40,0.651488,0.656235,0.092500,0.066706,0.063739,0.091808
50,0.652666,0.656774,0.076500,0.058524,0.055224,0.075042
60,0.653079,0.657018,0.071000,0.053104,0.044498,0.062848
70,0.653483,0.657018,0.050000,0.043798,0.062408,0.051146
80,0.653209,0.657018,0.054000,0.047045,0.060947,0.056139
90,0.653773,0.657018,0.044000,0.041939,0.051037,0.047538
100,0.653492,0.657018,0.049500,0.041437,0.047494,0.047004
110,0.653566,0.657018,0.037500,0.041204,0.045902,0.044017
120,0.653688,0.657018,0.040500,0.038565,0.049845,0.042915
130,0.653720,0.657018,0.042000,0.036459,0.049453,0.042457
140,0.653587,0.657018,0.054000,0.037898,0.074939,0.050530
150,0.653568,0.657018,0.054000,0.043700,0.046220,0.051169
160,0.653625,0.657018,0.038000,0.035251,0.046514,0.040810
170,0.653919,0.657018,0.047000,0.037139,0.051143,0.042341
180,0.653821,0.657018,0.031000,0.035133,0.033135,0.036519
190,0.654085,0.657018,0.036500,0.032720,0.049502,0.038044
200,0.653754,0.657018,0.045500,0.040461,0.040049,0.043920
210,0.653143,0.657018,0.051000,0.046878,0.071763,0.058626
220,0.653458,0.657018,0.060500,0.045684,0.046514,0.052582
230,0.653770,0.657018,0.051000,0.038727,0.052008,0.048243
240,0.653821,0.657018,0.036500,0.036102,0.043771,0.041471
250,0.653299,0.657018,0.056000,0.047212,0.059388,0.054214
260,0.653784,0.657018,0.037500,0.040622,0.038833,0.045534
270,0.653706,0.657018,0.051500,0.038267,0.037918,0.042876
280,0.653087,0.657018,0.048500,0.042186,0.056612,0.050481
290,0.652896,0.657018,0.051500,0.048176,0.041869,0.054176
300,0.653401,0.657018,0.066000,0.045396,0.058302,0.059091
310,0.653284,0.657018,0.060000,0.044598,0.052710,0.053734
320,0.654040,0.657018,0.038000,0.036261,0.045731,0.041142
330,0.653412,0.657018,0.043500,0.046378,0.043143,0.050204
340,0.652877,0.657018,0.056500,0.044404,0.052661,0.050418
350,0.653555,0.657018,0.045500,0.042873,0.056604,0.048356
360,0.653756,0.657018,0.043500,0.039796,0.059412,0.047791
370,0.653562,0.657018,0.048500,0.039592,0.051608,0.044429
380,0.653869,0.657018,0.042500,0.037071,0.038498,0.039237
390,0.653624,0.657018,0.039500,0.037718,0.043510,0.040428
400,0.653447,0.657018,0.048000,0.043884,0.042596,0.047239
410,0.653575,0.657018,0.043500,0.043282,0.035918,0.044271
420,0.653518,0.657018,0.039500,0.038049,0.044727,0.041406
430,0.653906,0.657018,0.035000,0.037165,0.042433,0.039755
440,0.653793,0.657018,0.034500,0.040990,0.034800,0.043230
450,0.653494,0.657018,0.042500,0.039890,0.047314,0.043846
460,0.653968,0.657018,0.031500,0.035553,0.026980,0.035692
470,0.653548,0.657018,0.045500,0.042365,0.040800,0.044936
480,0.653797,0.657018,0.035500,0.038771,0.034580,0.039930
490,0.654198,0.657018,0.027000,0.032710,0.036490,0.035022
500,0.653481,0.657018,0.048000,0.039692,0.032482,0.040041
