generation,meanFitness,bestFitness,diversity
0,0.49205381430962325,0.5966787709072785,0.5225000000000001
10,0.5646406177456827,0.6478495470646773,0.43599999999999994
20,0.6202491936102561,0.6804911817388883,0.4165
30,0.6545209492550292,0.7086465955682487,0.35750000000000004
40,0.673909935943049,0.7445511437255121,0.334
50,0.6909711645513582,0.7395772688831633,0.259
60,0.7090623811227463,0.7559209753648165,0.24250000000000002
70,0.7175687823733434,0.7597751810603941,0.30200000000000005
80,0.721016062720441,0.7662957287800364,0.31200000000000006
90,0.7245043448970495,0.768294619257266,0.263
100,0.7253483583930492,0.7678753647756852,0.275
110,0.7360908727229419,0.7681288378060299,0.29150000000000004
120,0.7381774292590922,0.7681288378060299,0.2855
130,0.734411628376624,0.7681288378060299,0.21200000000000002
140,0.7369327932617661,0.7681288378060299,0.258
150,0.7321100125413739,0.768294619257266,0.2755
160,0.7296768472031733,0.768294619257266,0.25800000000000006
170,0.7388937593408745,0.7681288378060299,0.26149999999999995
180,0.7311409237801085,0.7681288378060299,0.21999999999999997
190,0.7381260136456069,0.768294619257266,0.21349999999999997
200,0.7396772415914998,0.768294619257266,0.219
210,0.7384862402130142,0.768294619257266,0.18350000000000002
220,0.7340274821230013,0.7681288378060299,0.22449999999999998
230,0.7416033859716389,0.768294619257266,0.16249999999999998
240,0.7436717392170976,0.768294619257266,0.161
250,0.7457501036217593,0.768678375495439,5.350000000000001e-2
260,0.7451274437479259,0.768294619257266,4.700000000000001e-2
270,0.7439865638371985,0.768294619257266,5.1500000000000004e-2
280,0.7463277964045096,0.768294619257266,4.3500000000000004e-2
290,0.7454747648595083,0.768294619257266,3.95e-2
300,0.7461789485372995,0.768294619257266,5.150000000000001e-2
310,0.7468503954315263,0.768294619257266,3.6e-2
320,0.7475737485737066,0.768294619257266,3.750000000000001e-2
330,0.7450131453898383,0.768294619257266,4.750000000000001e-2
340,0.7434720239214042,0.768294619257266,5.2500000000000005e-2
350,0.7450442301615421,0.768294619257266,4.4500000000000005e-2
360,0.7453311750658002,0.768294619257266,3.750000000000001e-2
370,0.7461848585699643,0.768294619257266,4.0500000000000015e-2
380,0.7462737037632824,0.768294619257266,4.800000000000002e-2
390,0.7474569492306753,0.768294619257266,3.300000000000001e-2
400,0.7485072108230513,0.768294619257266,3.500000000000001e-2
410,0.7481558484302105,0.768294619257266,3.400000000000001e-2
420,0.7466123552508871,0.768294619257266,3.850000000000001e-2
430,0.7461996618818594,0.768294619257266,4.1500000000000016e-2
440,0.747293153476794,0.768294619257266,3.45e-2
450,0.7421015132867042,0.768294619257266,4.700000000000002e-2
460,0.745858820724129,0.768294619257266,4.100000000000001e-2
470,0.7468126676180521,0.768294619257266,3.200000000000001e-2
480,0.7460552066068652,0.768294619257266,4.2000000000000016e-2
490,0.7469795771336643,0.768294619257266,4.450000000000001e-2
500,0.7479868624508964,0.768294619257266,5.0000000000000024e-2
