generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.516563,0.566896,0.394500,0.000000,0.497698,0.515920
10,0.591829,0.649125,0.405000,0.178837,0.313527,0.487618
20,0.633683,0.679736,0.442000,0.170033,0.194473,0.464758
30,0.661577,0.705398,0.335000,0.155784,0.129224,0.433728
40,0.679220,0.716139,0.341000,0.137753,0.086727,0.412858
50,0.686464,0.718893,0.386500,0.128745,0.079380,0.417657
60,0.692319,0.718893,0.301000,0.107190,0.088849,0.366678
70,0.700462,0.723331,0.364000,0.094339,0.090873,0.350617
80,0.705737,0.733917,0.256500,0.096861,0.064024,0.338613
90,0.710610,0.741854,0.287000,0.098657,0.049600,0.328870
100,0.711480,0.745022,0.318500,0.096247,0.062376,0.331500
110,0.716826,0.746308,0.199500,0.088451,0.060318,0.320694
120,0.718436,0.745022,0.279000,0.093186,0.054955,0.321422
130,0.717114,0.746308,0.238000,0.098837,0.049086,0.313242
140,0.718907,0.746308,0.210000,0.078445,0.056963,0.243708
150,0.724575,0.746308,0.209500,0.069751,0.054596,0.235090
160,0.728415,0.746308,0.120000,0.066810,0.036735,0.230236
170,0.729897,0.745518,0.194500,0.061855,0.041061,0.221642
180,0.730052,0.746669,0.214500,0.058131,0.046857,0.222434
190,0.728116,0.745518,0.211500,0.065080,0.038237,0.221380
200,0.728786,0.745518,0.129500,0.066216,0.041135,0.222189
210,0.728400,0.745518,0.196500,0.059547,0.037633,0.218538
220,0.727041,0.745518,0.180000,0.070129,0.032335,0.218108
230,0.715413,0.745518,0.160500,0.085465,0.036971,0.172266
240,0.726769,0.745518,0.126500,0.057051,0.054147,0.122396
250,0.729446,0.749884,0.107000,0.053202,0.049314,0.121426
260,0.727477,0.749342,0.126500,0.061745,0.051902,0.127530
270,0.729683,0.750435,0.098500,0.055208,0.032604,0.132646
280,0.728280,0.751962,0.109000,0.058092,0.058049,0.137321
290,0.730722,0.751962,0.114500,0.053129,0.033061,0.128099
300,0.731965,0.751721,0.096000,0.053090,0.032808,0.127692
310,0.730885,0.751962,0.102500,0.050929,0.040490,0.125003
320,0.728789,0.751962,0.101500,0.058206,0.054931,0.129468
330,0.730826,0.751962,0.133000,0.050039,0.040824,0.126954
340,0.731474,0.751962,0.109000,0.053796,0.047673,0.130413
350,0.730487,0.751962,0.139500,0.053212,0.048547,0.130271
360,0.728522,0.751962,0.098500,0.056067,0.049584,0.126408
370,0.732122,0.751962,0.096500,0.050380,0.041608,0.121101
380,0.732733,0.751962,0.080500,0.051451,0.040596,0.128617
390,0.730036,0.751962,0.132500,0.056110,0.042596,0.127214
400,0.728932,0.751972,0.109000,0.057682,0.049576,0.120642
410,0.731350,0.751972,0.102500,0.053433,0.036253,0.120290
420,0.731575,0.751972,0.116000,0.053445,0.036449,0.120463
430,0.730651,0.751731,0.119500,0.058696,0.035469,0.120450
440,0.726876,0.750244,0.126500,0.058047,0.060114,0.133620
450,0.730757,0.750685,0.097500,0.053184,0.045004,0.124655
460,0.729483,0.751731,0.134000,0.055496,0.048996,0.125118
470,0.732962,0.751972,0.142500,0.047414,0.046327,0.115584
480,0.734236,0.751972,0.117000,0.045129,0.035094,0.113053
490,0.729725,0.751972,0.116500,0.047816,0.039682,0.115295
500,0.733114,0.751972,0.100000,0.048655,0.037494,0.116194
