generation,meanFitness,bestFitness,diversity
0,0.4936508597542892,0.5880867439690609,0.4839999999999999
10,0.5628779103854741,0.6464725666294968,0.457
20,0.6295449901609017,0.6995679074351266,0.39000000000000007
30,0.6707096218438754,0.720555229457636,0.37
40,0.691484386860239,0.7391407371550107,0.38249999999999995
50,0.7059238154073413,0.7544875950996228,0.3705
60,0.7140341958174742,0.7531282353237978,0.3315
70,0.7216220278533523,0.766524790267702,0.3284999999999999
80,0.7259280557148448,0.7671351200773531,0.3745
90,0.7258923516932732,0.7712667218880932,0.257
100,0.7252994699342818,0.7725791347467169,0.325
110,0.733002217994777,0.7725791347467169,0.27549999999999997
120,0.7343473295847579,0.7725791347467169,0.3405
130,0.7350135259969361,0.7746389426410909,0.29900000000000004
140,0.7342162356505126,0.7760620664706792,0.3305
150,0.7378675374384474,0.7760620664706792,0.2765
160,0.738054392373759,0.7760620664706792,0.3135
170,0.739009898080667,0.7760620664706792,0.255
180,0.7383792551252464,0.7760620664706792,0.2745000000000001
190,0.7393893287740062,0.7760620664706792,0.251
200,0.7356647218660473,0.7760620664706792,0.26699999999999996
210,0.7380360342278569,0.7760620664706792,0.3035
220,0.7394830573325489,0.7760620664706792,0.2705
230,0.7404048799388186,0.7760620664706792,0.26399999999999996
240,0.740015199262957,0.7760620664706792,0.23099999999999996
250,0.7396495852226248,0.7779089437164787,0.24850000000000003
260,0.7416552001286858,0.7782664636484377,0.27149999999999996
270,0.7435162629382597,0.7779089437164787,0.288
280,0.7426570852909677,0.7818608103628373,0.272
290,0.7406047299586219,0.7818608103628373,0.28049999999999997
300,0.7440420198786835,0.7818608103628373,0.2665
310,0.7437294976014974,0.7818608103628373,0.25549999999999995
320,0.742683799347985,0.7818608103628373,0.25599999999999995
330,0.7439189983183047,0.7822603569187925,0.18050000000000002
340,0.7450476836277727,0.783961055288539,0.193
350,0.7494312956538937,0.783961055288539,0.231
360,0.7494681987961794,0.783961055288539,0.2085
370,0.74771932565511,0.783961055288539,0.179
380,0.7500306938586807,0.783961055288539,0.1665
390,0.750927602954972,0.783961055288539,0.18750000000000006
400,0.7513442468186519,0.783961055288539,0.135
410,0.7526039891821946,0.783961055288539,0.18250000000000005
420,0.7497236913134533,0.783961055288539,0.1735
430,0.7498000079616628,0.783961055288539,0.15300000000000005
440,0.7489639150876458,0.783961055288539,0.149
450,0.7501915408368723,0.783961055288539,0.201
460,0.751820799704506,0.783961055288539,0.14500000000000002
470,0.75206435756263,0.783961055288539,0.1055
480,0.7502321634787733,0.783961055288539,0.14899999999999997
490,0.7479147719736329,0.783961055288539,0.1435
500,0.7486438182858792,0.783961055288539,0.17900000000000005
