generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.500284,0.559143,0.419000,0.000000,0.501469,0.487960
10,0.565881,0.627765,0.414000,0.224071,0.335959,0.438373
20,0.633643,0.651377,0.201000,0.170306,0.165004,0.214364
30,0.649433,0.655827,0.105000,0.091527,0.080645,0.115980
40,0.652603,0.656400,0.070000,0.062496,0.057853,0.069960
50,0.653853,0.657018,0.063000,0.056637,0.037478,0.061007
60,0.654193,0.657018,0.040500,0.046645,0.037273,0.048613
70,0.654225,0.657018,0.041000,0.041622,0.035053,0.043326
80,0.654642,0.657018,0.028000,0.033792,0.017118,0.032926
90,0.654288,0.657018,0.038000,0.041153,0.020433,0.038458
100,0.654367,0.657018,0.033000,0.035912,0.022457,0.035162
110,0.654174,0.657018,0.037500,0.037078,0.025371,0.035884
120,0.654017,0.657018,0.043000,0.042433,0.018980,0.040910
130,0.654140,0.657018,0.036500,0.037004,0.021543,0.035158
140,0.654617,0.657018,0.031500,0.032033,0.014041,0.029707
150,0.654377,0.657018,0.039500,0.037533,0.019037,0.034725
160,0.654368,0.657018,0.039500,0.036467,0.024376,0.035101
170,0.654206,0.657018,0.032500,0.038624,0.020514,0.037602
180,0.654506,0.657018,0.030500,0.036041,0.029380,0.036098
190,0.653827,0.657018,0.052500,0.045492,0.028269,0.045714
200,0.654404,0.657018,0.042000,0.043076,0.018751,0.041750
210,0.654549,0.657018,0.034000,0.037980,0.026865,0.039989
220,0.653985,0.657018,0.042000,0.043631,0.027518,0.043514
230,0.654747,0.657018,0.030000,0.033824,0.023722,0.033926
240,0.654472,0.657018,0.034500,0.033786,0.019518,0.032185
250,0.654639,0.657018,0.033000,0.033324,0.022392,0.032226
260,0.654560,0.657018,0.035500,0.036163,0.019771,0.034460
270,0.653892,0.657018,0.044000,0.042537,0.030343,0.042487
280,0.654149,0.657018,0.039500,0.044945,0.017600,0.041606
290,0.654122,0.657018,0.030500,0.037984,0.017306,0.035031
300,0.654255,0.657018,0.048000,0.040669,0.026914,0.039633
310,0.654286,0.657018,0.039500,0.038831,0.027371,0.038078
320,0.654545,0.657018,0.023500,0.033043,0.017118,0.030909
330,0.654001,0.657018,0.040500,0.041327,0.023649,0.040387
340,0.654293,0.657018,0.042500,0.042780,0.017273,0.040337
350,0.654582,0.657018,0.031000,0.033888,0.019886,0.033450
360,0.654531,0.657018,0.023500,0.032235,0.016245,0.029778
370,0.654569,0.657018,0.039000,0.032439,0.023004,0.033724
380,0.654853,0.657018,0.031000,0.030102,0.021322,0.029128
390,0.654032,0.657018,0.032500,0.040692,0.021984,0.038878
400,0.654569,0.657018,0.029000,0.035935,0.026196,0.037362
410,0.654347,0.657018,0.038000,0.039980,0.027086,0.039252
420,0.654341,0.657018,0.034500,0.040192,0.017633,0.037572
430,0.654378,0.657018,0.034000,0.038773,0.022269,0.038018
440,0.654037,0.657018,0.053000,0.045557,0.021951,0.043416
450,0.654134,0.657018,0.032000,0.038445,0.019935,0.036002
460,0.655014,0.657018,0.024000,0.028455,0.022416,0.029254
470,0.654322,0.657018,0.036500,0.039424,0.017380,0.036648
480,0.654662,0.657018,0.031500,0.032192,0.015314,0.029514
490,0.654634,0.657018,0.025500,0.034910,0.015127,0.032229
500,0.654511,0.657018,0.035500,0.036453,0.021045,0.036380
