generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.506783,0.545866,0.446500,0.000000,0.499657,0.491680
10,0.568898,0.619598,0.334000,0.198406,0.348841,0.432065
20,0.631766,0.647732,0.219000,0.175239,0.174857,0.222726
30,0.647891,0.655536,0.116000,0.102906,0.088522,0.130548
40,0.653621,0.656774,0.072000,0.058276,0.060204,0.072933
50,0.654015,0.656791,0.060000,0.050047,0.043159,0.057962
60,0.653647,0.657018,0.052000,0.049031,0.037380,0.053635
70,0.654537,0.657018,0.035500,0.036378,0.020490,0.036934
80,0.654378,0.657018,0.033000,0.033533,0.018400,0.031682
90,0.654692,0.657018,0.031000,0.029880,0.014424,0.027614
100,0.654038,0.657018,0.038000,0.041724,0.021576,0.039899
110,0.654633,0.657018,0.029000,0.029663,0.017314,0.028340
120,0.654406,0.657018,0.033000,0.034106,0.029282,0.034221
130,0.654298,0.657018,0.031000,0.042102,0.017861,0.039376
140,0.654199,0.657018,0.039000,0.040622,0.026963,0.039674
150,0.654488,0.657018,0.046000,0.036088,0.028473,0.036258
160,0.654333,0.657018,0.040500,0.035861,0.024743,0.038226
170,0.654403,0.657018,0.038500,0.038639,0.030637,0.039382
180,0.654515,0.657018,0.034000,0.036806,0.020261,0.035308
190,0.654211,0.657018,0.035000,0.041594,0.029420,0.040529
200,0.654646,0.657018,0.027000,0.031533,0.018057,0.029949
210,0.654438,0.657018,0.024000,0.034588,0.020441,0.032771
220,0.654423,0.657018,0.026500,0.038708,0.021249,0.037225
230,0.654132,0.657018,0.037500,0.043655,0.027012,0.043014
240,0.654010,0.657018,0.044500,0.042386,0.025224,0.043477
250,0.654581,0.657018,0.042500,0.037596,0.021151,0.037462
260,0.654345,0.657018,0.037500,0.038033,0.025624,0.037394
270,0.654925,0.657018,0.033500,0.031298,0.017976,0.029639
280,0.654468,0.657018,0.027500,0.034986,0.020147,0.033084
290,0.654537,0.657018,0.038500,0.039757,0.021437,0.037810
300,0.654000,0.657018,0.040000,0.037120,0.024580,0.035767
310,0.654455,0.657018,0.032000,0.039769,0.026188,0.041999
320,0.654483,0.657018,0.041500,0.037482,0.034245,0.038966
330,0.654021,0.657018,0.042500,0.041278,0.020710,0.040460
340,0.654167,0.657018,0.044500,0.041504,0.021796,0.041558
350,0.654326,0.657018,0.038000,0.039998,0.023143,0.040714
360,0.653948,0.657018,0.051500,0.044555,0.027673,0.043341
370,0.654448,0.657018,0.034000,0.035749,0.025012,0.034970
380,0.654476,0.657018,0.039000,0.035061,0.019176,0.033139
390,0.653902,0.657018,0.032500,0.042867,0.020188,0.040330
400,0.654311,0.657018,0.035000,0.039980,0.022278,0.039018
410,0.654329,0.657018,0.034500,0.034406,0.019992,0.032523
420,0.654437,0.657018,0.030500,0.030998,0.029135,0.031265
430,0.654534,0.657018,0.035500,0.037204,0.021861,0.037229
440,0.653689,0.657018,0.040500,0.045841,0.030571,0.047886
450,0.654390,0.657018,0.050500,0.040316,0.020171,0.040714
460,0.654345,0.657018,0.047000,0.045071,0.024849,0.046681
470,0.654594,0.657018,0.029500,0.032804,0.014988,0.032775
480,0.653905,0.657018,0.041500,0.042488,0.025976,0.041150
490,0.653967,0.657018,0.039000,0.043914,0.030596,0.043874
500,0.654590,0.657018,0.035000,0.037435,0.018131,0.036038
