generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.532960,0.600000,0.458500,0.000000,0.501208,0.512880
10,0.685120,0.870000,0.350500,0.158947,0.315249,0.433318
20,0.826000,0.960000,0.286500,0.149490,0.164424,0.289738
30,0.924440,1.000000,0.152500,0.092357,0.055314,0.140902
40,0.964600,1.000000,0.073000,0.053639,0.029159,0.067718
50,0.979120,1.000000,0.030000,0.041759,0.014824,0.040539
60,0.982680,1.000000,0.035500,0.037208,0.016171,0.033899
70,0.985040,1.000000,0.021500,0.033541,0.010751,0.029444
80,0.984480,1.000000,0.038500,0.034639,0.012335,0.030570
90,0.984520,1.000000,0.028000,0.035365,0.008653,0.030468
100,0.983960,1.000000,0.031500,0.034955,0.014653,0.031594
110,0.983960,1.000000,0.034000,0.035455,0.012686,0.031603
120,0.983280,1.000000,0.037000,0.037808,0.010318,0.032894
130,0.983200,1.000000,0.040000,0.039055,0.007518,0.033042
140,0.981760,1.000000,0.032500,0.039482,0.017339,0.035806
150,0.983520,1.000000,0.029500,0.036690,0.012604,0.032471
160,0.985200,1.000000,0.024500,0.034663,0.005167,0.029190
170,0.982960,1.000000,0.036000,0.038857,0.008653,0.033526
180,0.986600,1.000000,0.023500,0.031184,0.004400,0.026505
190,0.985440,1.000000,0.026500,0.032892,0.010588,0.028684
200,0.986160,1.000000,0.024500,0.030818,0.012269,0.027334
210,0.986240,1.000000,0.025500,0.031135,0.009518,0.027110
220,0.983320,1.000000,0.031500,0.036549,0.013420,0.032870
230,0.982960,1.000000,0.033000,0.037967,0.012686,0.033541
240,0.985320,1.000000,0.029000,0.032561,0.013404,0.028949
250,0.985560,1.000000,0.018500,0.032288,0.011086,0.028474
260,0.984400,1.000000,0.031500,0.035839,0.008351,0.030758
270,0.987080,1.000000,0.027500,0.029220,0.009184,0.025528
280,0.986160,1.000000,0.025500,0.029043,0.018441,0.027362
290,0.984240,1.000000,0.030500,0.035535,0.011135,0.031066
300,0.983200,1.000000,0.034500,0.037708,0.011502,0.033041
310,0.983280,1.000000,0.030000,0.036624,0.013486,0.032906
320,0.984120,1.000000,0.035000,0.034231,0.018024,0.031247
330,0.982840,1.000000,0.038500,0.038410,0.012702,0.033761
340,0.982320,1.000000,0.036500,0.039473,0.013486,0.034798
350,0.985200,1.000000,0.028000,0.033445,0.009453,0.029186
360,0.985480,1.000000,0.030500,0.033112,0.008669,0.028631
370,0.983120,1.000000,0.038500,0.038616,0.007886,0.033170
380,0.985120,1.000000,0.028000,0.033733,0.009886,0.029320
390,0.984600,1.000000,0.034500,0.035231,0.008751,0.030357
400,0.984120,1.000000,0.032500,0.035602,0.011853,0.031320
410,0.982200,1.000000,0.039500,0.038486,0.017510,0.034942
420,0.983200,1.000000,0.033000,0.037520,0.012237,0.033046
430,0.984160,1.000000,0.030500,0.035369,0.012335,0.031127
440,0.984880,1.000000,0.030500,0.032882,0.014971,0.029831
450,0.983040,1.000000,0.029500,0.037655,0.013069,0.033394
460,0.983040,1.000000,0.034000,0.038073,0.012637,0.033330
470,0.985800,1.000000,0.025500,0.031420,0.012922,0.028025
480,0.984520,1.000000,0.034000,0.033014,0.018792,0.030517
490,0.981040,1.000000,0.032500,0.042178,0.013053,0.037209
500,0.985720,1.000000,0.028500,0.033282,0.005984,0.028174
