generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.474320,0.580000,0.388000,0.000000,0.497518,0.485280
10,0.642640,0.840000,0.338500,0.177180,0.333992,0.441453
20,0.799160,0.990000,0.307000,0.159408,0.176286,0.315611
30,0.903880,1.000000,0.179000,0.101267,0.081404,0.168048
40,0.957760,1.000000,0.082000,0.069761,0.025967,0.080571
50,0.974440,1.000000,0.048500,0.047092,0.019820,0.049934
60,0.982240,1.000000,0.031500,0.039537,0.011420,0.034802
70,0.983200,1.000000,0.033000,0.037508,0.013053,0.033070
80,0.985640,1.000000,0.027000,0.031431,0.014237,0.028309
90,0.985280,1.000000,0.024000,0.032337,0.014653,0.028993
100,0.985120,1.000000,0.026500,0.032984,0.012620,0.029365
110,0.982920,1.000000,0.036000,0.038080,0.012669,0.033537
120,0.982640,1.000000,0.031000,0.039478,0.008751,0.034150
130,0.985560,1.000000,0.030500,0.033204,0.008318,0.028430
140,0.985080,1.000000,0.025500,0.033327,0.012220,0.029386
150,0.983800,1.000000,0.037000,0.036284,0.012751,0.031873
160,0.984920,1.000000,0.026500,0.033437,0.012041,0.029706
170,0.984480,1.000000,0.034000,0.035445,0.008686,0.030558
180,0.987160,1.000000,0.029000,0.029000,0.009135,0.025393
190,0.983160,1.000000,0.030500,0.036796,0.013886,0.033060
200,0.984320,1.000000,0.026000,0.035361,0.009967,0.030882
210,0.981160,1.000000,0.037000,0.040310,0.020482,0.036995
220,0.982480,1.000000,0.039000,0.038702,0.015004,0.034464
230,0.984680,1.000000,0.035500,0.034865,0.009853,0.030178
240,0.985800,1.000000,0.029500,0.030004,0.019061,0.028006
250,0.984360,1.000000,0.034000,0.035271,0.011102,0.030830
260,0.983480,1.000000,0.036000,0.037261,0.010702,0.032533
270,0.986480,1.000000,0.033500,0.030906,0.008702,0.026724
280,0.986640,1.000000,0.031000,0.031184,0.005584,0.026408
290,0.985400,1.000000,0.028500,0.033065,0.009167,0.028800
300,0.982880,1.000000,0.030000,0.037420,0.014988,0.033641
310,0.984120,1.000000,0.034500,0.034990,0.013420,0.031280
320,0.983040,1.000000,0.032000,0.037433,0.014988,0.033363
330,0.984280,1.000000,0.030000,0.035680,0.010286,0.030994
340,0.984680,1.000000,0.027500,0.034476,0.011820,0.030174
350,0.983520,1.000000,0.027000,0.036602,0.012580,0.032385
360,0.982400,1.000000,0.043500,0.038449,0.015086,0.034529
370,0.983480,1.000000,0.037000,0.036255,0.014253,0.032547
380,0.984520,1.000000,0.028000,0.033610,0.015657,0.030523
390,0.983040,1.000000,0.035000,0.037180,0.015706,0.033358
400,0.981320,1.000000,0.035500,0.041443,0.014139,0.036681
410,0.984600,1.000000,0.030500,0.034151,0.013086,0.030385
420,0.986080,1.000000,0.026500,0.032343,0.006400,0.027442
430,0.985960,1.000000,0.027500,0.031931,0.009135,0.027753
440,0.984680,1.000000,0.041500,0.034098,0.013053,0.030223
450,0.984160,1.000000,0.035000,0.035649,0.011820,0.031200
460,0.985240,1.000000,0.029500,0.032596,0.013837,0.029058
470,0.985280,1.000000,0.040000,0.032627,0.013118,0.029035
480,0.983360,1.000000,0.029000,0.037690,0.010367,0.032750
490,0.985120,1.000000,0.025500,0.034298,0.007951,0.029353
500,0.982880,1.000000,0.028000,0.037814,0.013788,0.033687
