generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.500040,0.600000,0.461000,0.000000,0.499829,0.501320
10,0.657080,0.840000,0.397500,0.167753,0.340294,0.434351
20,0.807080,0.960000,0.284000,0.150918,0.177935,0.298853
30,0.913480,1.000000,0.143500,0.097631,0.072180,0.156581
40,0.962840,1.000000,0.071500,0.061076,0.027118,0.071461
50,0.977880,1.000000,0.045000,0.043500,0.017959,0.043160
60,0.983560,1.000000,0.025500,0.034600,0.020710,0.032336
70,0.986520,1.000000,0.026500,0.030318,0.010588,0.026606
80,0.983600,1.000000,0.032500,0.037696,0.007551,0.032315
90,0.984880,1.000000,0.030000,0.034110,0.010302,0.029781
100,0.985560,1.000000,0.027500,0.033445,0.006767,0.028453
110,0.982920,1.000000,0.032000,0.038471,0.011918,0.033617
120,0.982480,1.000000,0.029000,0.039988,0.008653,0.034454
130,0.982480,1.000000,0.033000,0.038255,0.014571,0.034474
140,0.984960,1.000000,0.029500,0.033457,0.012669,0.029676
150,0.983800,1.000000,0.030000,0.036927,0.009869,0.031836
160,0.984560,1.000000,0.030500,0.034053,0.013469,0.030450
170,0.985760,1.000000,0.035000,0.032086,0.010318,0.028073
180,0.984040,1.000000,0.027500,0.035616,0.012253,0.031431
190,0.983120,1.000000,0.026500,0.037976,0.010139,0.033110
200,0.983800,1.000000,0.029500,0.036118,0.012269,0.031902
210,0.984200,1.000000,0.029000,0.035806,0.009567,0.031144
220,0.984200,1.000000,0.032500,0.034194,0.016408,0.031106
230,0.983080,1.000000,0.027000,0.038169,0.011069,0.033344
240,0.982640,1.000000,0.029500,0.038663,0.012302,0.034121
250,0.985160,1.000000,0.027000,0.032306,0.015290,0.029221
260,0.985040,1.000000,0.031500,0.033853,0.009567,0.029542
270,0.983400,1.000000,0.033500,0.036876,0.013502,0.032671
280,0.982640,1.000000,0.033000,0.038392,0.014286,0.034118
290,0.985240,1.000000,0.030500,0.032337,0.014253,0.029070
300,0.982600,1.000000,0.032500,0.036776,0.020873,0.034151
310,0.982560,1.000000,0.031500,0.038886,0.013486,0.034282
320,0.983720,1.000000,0.031000,0.036757,0.010286,0.032058
330,0.983840,1.000000,0.030000,0.035720,0.014588,0.031794
340,0.985200,1.000000,0.028000,0.033673,0.008735,0.029114
350,0.986320,1.000000,0.031000,0.031216,0.008735,0.026985
360,0.985160,1.000000,0.025000,0.033547,0.010620,0.029226
370,0.986320,1.000000,0.027500,0.031645,0.007151,0.027006
380,0.984800,1.000000,0.023000,0.035100,0.006702,0.029969
390,0.984040,1.000000,0.034000,0.035959,0.011584,0.031418
400,0.981520,1.000000,0.039500,0.041571,0.011086,0.036254
410,0.980240,1.000000,0.032000,0.044171,0.013469,0.038805
420,0.982800,1.000000,0.034500,0.037312,0.016955,0.033790
430,0.986200,1.000000,0.027000,0.032076,0.006335,0.027242
440,0.984600,1.000000,0.023000,0.034490,0.012335,0.030347
450,0.985160,1.000000,0.031500,0.033129,0.011886,0.029219
460,0.983720,1.000000,0.032500,0.035867,0.014971,0.032037
470,0.985520,1.000000,0.028500,0.032890,0.009584,0.028519
480,0.984040,1.000000,0.031000,0.035902,0.011404,0.031419
490,0.985040,1.000000,0.025500,0.034363,0.008000,0.029475
500,0.985400,1.000000,0.036500,0.033165,0.009518,0.028786
