generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.503960,0.630000,0.382500,0.000000,0.499388,0.509800
10,0.656120,0.890000,0.391500,0.158876,0.329061,0.442802
20,0.809720,0.980000,0.284000,0.157333,0.159151,0.306847
30,0.907200,1.000000,0.167000,0.103604,0.075543,0.169181
40,0.960840,1.000000,0.084500,0.057855,0.034482,0.074782
50,0.980160,1.000000,0.028000,0.042349,0.012286,0.038970
60,0.983000,1.000000,0.028000,0.038496,0.010155,0.033418
70,0.981800,1.000000,0.046500,0.040994,0.011086,0.035710
80,0.984480,1.000000,0.035000,0.035167,0.010351,0.030558
90,0.983000,1.000000,0.029000,0.037151,0.015453,0.033411
100,0.982800,1.000000,0.032500,0.037292,0.017804,0.033839
110,0.986520,1.000000,0.027000,0.030514,0.009167,0.026611
120,0.982640,1.000000,0.021500,0.038451,0.013853,0.034078
130,0.984760,1.000000,0.037000,0.033576,0.012971,0.030008
140,0.984760,1.000000,0.031000,0.034235,0.011151,0.029990
150,0.984600,1.000000,0.033000,0.033535,0.016253,0.030338
160,0.987200,1.000000,0.025500,0.027839,0.013820,0.025291
170,0.986040,1.000000,0.030000,0.030476,0.014318,0.027510
180,0.983520,1.000000,0.036500,0.036551,0.013404,0.032410
190,0.985600,1.000000,0.027500,0.032700,0.009069,0.028325
200,0.986760,1.000000,0.021500,0.028824,0.013869,0.026126
210,0.986320,1.000000,0.026500,0.030743,0.011102,0.026990
220,0.985160,1.000000,0.023500,0.033286,0.011453,0.029181
230,0.984000,1.000000,0.034000,0.035386,0.014637,0.031538
240,0.983000,1.000000,0.033500,0.038412,0.011518,0.033427
250,0.983800,1.000000,0.026500,0.035904,0.013518,0.031893
260,0.984480,1.000000,0.031500,0.035829,0.007135,0.030634
270,0.984880,1.000000,0.040000,0.033573,0.012318,0.029831
280,0.983560,1.000000,0.028000,0.036353,0.013910,0.032346
290,0.983600,1.000000,0.034000,0.037412,0.008735,0.032229
300,0.980960,1.000000,0.041500,0.041220,0.017371,0.037310
310,0.984040,1.000000,0.033000,0.034502,0.017706,0.031395
320,0.985960,1.000000,0.025500,0.030810,0.013502,0.027707
330,0.984920,1.000000,0.033000,0.033078,0.014620,0.029729
340,0.985360,1.000000,0.026500,0.032988,0.011102,0.028833
350,0.982920,1.000000,0.032500,0.036796,0.017673,0.033566
360,0.983800,1.000000,0.031500,0.037308,0.007984,0.031864
370,0.984720,1.000000,0.039000,0.034171,0.011804,0.030074
380,0.984120,1.000000,0.033500,0.035365,0.012751,0.031256
390,0.986320,1.000000,0.022000,0.030014,0.013886,0.026994
400,0.981800,1.000000,0.032500,0.039296,0.018661,0.035740
410,0.984160,1.000000,0.025500,0.035765,0.010735,0.031166
420,0.985880,1.000000,0.029000,0.031722,0.009951,0.027830
430,0.985880,1.000000,0.030000,0.031888,0.008702,0.027834
440,0.982000,1.000000,0.034000,0.039094,0.017224,0.035368
450,0.982800,1.000000,0.041500,0.038433,0.011853,0.033860
460,0.982040,1.000000,0.036000,0.039676,0.014988,0.035254
470,0.986160,1.000000,0.028000,0.031608,0.008751,0.027341
480,0.985480,1.000000,0.027000,0.032384,0.012302,0.028643
490,0.985440,1.000000,0.025000,0.032414,0.012237,0.028698
500,0.983680,1.000000,0.031000,0.034835,0.016269,0.032059
