generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.502280,0.620000,0.403000,0.000000,0.499029,0.503560
10,0.646800,0.830000,0.391000,0.168059,0.319388,0.441028
20,0.806080,0.960000,0.270000,0.157951,0.183184,0.295652
30,0.906640,1.000000,0.132500,0.104647,0.076139,0.164161
40,0.959480,1.000000,0.074000,0.066763,0.024237,0.076483
50,0.978920,1.000000,0.046000,0.045280,0.017192,0.041239
60,0.983480,1.000000,0.039500,0.037061,0.011551,0.032530
70,0.983040,1.000000,0.033500,0.037645,0.014204,0.033370
80,0.982720,1.000000,0.035000,0.038198,0.013755,0.033935
90,0.982280,1.000000,0.035500,0.039404,0.012286,0.034850
100,0.986760,1.000000,0.022000,0.030465,0.007535,0.026124
110,0.985520,1.000000,0.030000,0.032506,0.011135,0.028527
120,0.983160,1.000000,0.035500,0.035355,0.021429,0.033080
130,0.983680,1.000000,0.031000,0.037059,0.010686,0.032133
140,0.984840,1.000000,0.040500,0.033602,0.013486,0.029857
150,0.984040,1.000000,0.028000,0.036047,0.011118,0.031438
160,0.984960,1.000000,0.025500,0.034294,0.008751,0.029693
170,0.985320,1.000000,0.030000,0.033598,0.007951,0.028982
180,0.985120,1.000000,0.032500,0.033365,0.011486,0.029312
190,0.986320,1.000000,0.027000,0.031292,0.008318,0.027006
200,0.984360,1.000000,0.027500,0.035069,0.011518,0.030775
210,0.984200,1.000000,0.023000,0.035798,0.009567,0.031130
220,0.984440,1.000000,0.033500,0.035131,0.010718,0.030671
230,0.983640,1.000000,0.030500,0.036422,0.013469,0.032176
240,0.982880,1.000000,0.035000,0.038341,0.010653,0.033711
250,0.985440,1.000000,0.024000,0.032863,0.009935,0.028721
260,0.982200,1.000000,0.032500,0.038841,0.016939,0.034978
270,0.985720,1.000000,0.027000,0.030992,0.015404,0.028189
280,0.985480,1.000000,0.028000,0.031955,0.013804,0.028626
290,0.985120,1.000000,0.031000,0.032263,0.016106,0.029318
300,0.983680,1.000000,0.028000,0.035478,0.014971,0.032144
310,0.982640,1.000000,0.037000,0.038951,0.013420,0.034120
320,0.984320,1.000000,0.027500,0.034686,0.013371,0.030879
330,0.984600,1.000000,0.024500,0.033757,0.013992,0.030342
340,0.984320,1.000000,0.028000,0.035394,0.010751,0.030914
350,0.985160,1.000000,0.026000,0.033443,0.010351,0.029248
360,0.985000,1.000000,0.035500,0.034749,0.006351,0.029522
370,0.984560,1.000000,0.029500,0.034257,0.011886,0.030422
380,0.982880,1.000000,0.038500,0.037878,0.013437,0.033671
390,0.982520,1.000000,0.030500,0.039312,0.010286,0.034387
400,0.984160,1.000000,0.034500,0.035386,0.011502,0.031159
410,0.986520,1.000000,0.026000,0.030055,0.011069,0.026633
420,0.984360,1.000000,0.030500,0.035496,0.008784,0.030814
430,0.983800,1.000000,0.042500,0.036500,0.011102,0.031929
440,0.982400,1.000000,0.037000,0.038553,0.016188,0.034593
450,0.983200,1.000000,0.032000,0.037192,0.014188,0.033098
460,0.985440,1.000000,0.029500,0.032818,0.011388,0.028706
470,0.985480,1.000000,0.032000,0.033247,0.008767,0.028659
480,0.986360,1.000000,0.031500,0.029914,0.013869,0.026938
490,0.983600,1.000000,0.029500,0.037296,0.009935,0.032306
500,0.983320,1.000000,0.031000,0.036645,0.014571,0.032743
