generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.510400,0.590000,0.446500,0.000000,0.499657,0.491680
10,0.693720,0.890000,0.323500,0.207620,0.236106,0.416028
20,0.918120,0.980000,0.151000,0.112710,0.083127,0.140810
30,0.972800,1.000000,0.050000,0.050212,0.051788,0.052939
40,0.985600,1.000000,0.025500,0.024567,0.041371,0.028397
50,0.984880,1.000000,0.026500,0.025547,0.043967,0.029808
60,0.983120,1.000000,0.031500,0.032161,0.034620,0.033170
70,0.986680,1.000000,0.028500,0.024951,0.030212,0.026292
80,0.985480,1.000000,0.027000,0.027382,0.032229,0.028630
90,0.986760,1.000000,0.022000,0.022955,0.037461,0.026115
100,0.982840,1.000000,0.034500,0.031653,0.039796,0.033727
110,0.987040,1.000000,0.021000,0.021461,0.041176,0.025577
120,0.986000,1.000000,0.027000,0.024269,0.038645,0.027573
130,0.985360,1.000000,0.030500,0.028178,0.030131,0.028808
140,0.985640,1.000000,0.026500,0.025504,0.036996,0.028294
150,0.985960,1.000000,0.024000,0.026455,0.030318,0.027688
160,0.985480,1.000000,0.025000,0.026547,0.035224,0.028578
170,0.985120,1.000000,0.030500,0.025861,0.041127,0.029343
180,0.985160,1.000000,0.029500,0.027429,0.034571,0.029237
190,0.984440,1.000000,0.028500,0.028302,0.038245,0.030628
200,0.985560,1.000000,0.026500,0.026343,0.035355,0.028484
210,0.985040,1.000000,0.023500,0.028269,0.031429,0.029471
220,0.986920,1.000000,0.024500,0.025188,0.027208,0.025781
230,0.983480,1.000000,0.031000,0.029963,0.040106,0.032506
240,0.985080,1.000000,0.029000,0.027990,0.033682,0.029422
250,0.985480,1.000000,0.025500,0.028184,0.028580,0.028617
260,0.986240,1.000000,0.027000,0.027210,0.025461,0.027140
270,0.986240,1.000000,0.025500,0.023451,0.040253,0.027154
280,0.985720,1.000000,0.028500,0.026873,0.031453,0.028132
290,0.986400,1.000000,0.027500,0.024208,0.035869,0.026836
300,0.982880,1.000000,0.032000,0.030549,0.044188,0.033689
310,0.983720,1.000000,0.024500,0.028002,0.045241,0.031972
320,0.984880,1.000000,0.027000,0.025718,0.044522,0.029706
330,0.984240,1.000000,0.029000,0.028586,0.039192,0.031082
340,0.986560,1.000000,0.035500,0.025700,0.028710,0.026497
350,0.986680,1.000000,0.025500,0.024810,0.030498,0.026320
360,0.984760,1.000000,0.027500,0.028586,0.033371,0.029942
370,0.985640,1.000000,0.029000,0.025431,0.038498,0.028276
380,0.984920,1.000000,0.026000,0.027841,0.034931,0.029705
390,0.985800,1.000000,0.023500,0.026200,0.033347,0.028012
400,0.984520,1.000000,0.037500,0.029022,0.034302,0.030514
410,0.984920,1.000000,0.028000,0.028135,0.034604,0.029740
420,0.985280,1.000000,0.028000,0.024633,0.044424,0.029058
430,0.983440,1.000000,0.032500,0.030710,0.037110,0.032597
440,0.985200,1.000000,0.032000,0.028367,0.030384,0.029142
450,0.987080,1.000000,0.029500,0.024318,0.029510,0.025480
460,0.986080,1.000000,0.026000,0.026745,0.028482,0.027486
470,0.986240,1.000000,0.027000,0.025610,0.031371,0.027177
480,0.984720,1.000000,0.029000,0.028569,0.034653,0.030034
490,0.985840,1.000000,0.023500,0.025663,0.035861,0.027932
500,0.986880,1.000000,0.025500,0.026196,0.023461,0.025886
