generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.477120,0.660000,0.419000,0.000000,0.501469,0.487960
10,0.663000,0.830000,0.377500,0.216178,0.261224,0.434895
20,0.896640,0.950000,0.167500,0.138929,0.108971,0.171936
30,0.970600,1.000000,0.053500,0.047810,0.063657,0.055882
40,0.984000,1.000000,0.039500,0.029129,0.039273,0.031530
50,0.985920,1.000000,0.021500,0.026392,0.032065,0.027786
60,0.985640,1.000000,0.033500,0.025631,0.037437,0.028338
70,0.985520,1.000000,0.029500,0.025455,0.040090,0.028578
80,0.987400,1.000000,0.021500,0.023965,0.027086,0.024870
90,0.985320,1.000000,0.029000,0.027908,0.031265,0.028942
100,0.986320,1.000000,0.023500,0.025318,0.032637,0.027006
110,0.984800,1.000000,0.038000,0.026627,0.042424,0.029950
120,0.984760,1.000000,0.030000,0.028641,0.033935,0.030023
130,0.984000,1.000000,0.037000,0.028739,0.040114,0.031479
140,0.987440,1.000000,0.029000,0.023255,0.029265,0.024778
150,0.985000,1.000000,0.028500,0.027533,0.035559,0.029562
160,0.986520,1.000000,0.028000,0.025361,0.030367,0.026616
170,0.985880,1.000000,0.031500,0.026492,0.031184,0.027830
180,0.986000,1.000000,0.024500,0.024702,0.036898,0.027586
190,0.984280,1.000000,0.027000,0.028512,0.038024,0.030972
200,0.983600,1.000000,0.037500,0.030843,0.035714,0.032246
210,0.985920,1.000000,0.027500,0.022820,0.046482,0.027764
220,0.981240,1.000000,0.041000,0.033814,0.044571,0.036852
230,0.986840,1.000000,0.023500,0.023022,0.036571,0.026021
240,0.986400,1.000000,0.027000,0.024694,0.033241,0.026824
250,0.985080,1.000000,0.029500,0.025514,0.042914,0.029353
260,0.985640,1.000000,0.036000,0.027098,0.031535,0.028291
270,0.983560,1.000000,0.032000,0.032173,0.031118,0.032358
280,0.984480,1.000000,0.030500,0.029759,0.031886,0.030607
290,0.985480,1.000000,0.025000,0.027380,0.031404,0.028609
300,0.985800,1.000000,0.025500,0.025186,0.037682,0.027972
310,0.983720,1.000000,0.025500,0.027937,0.046008,0.031985
320,0.986800,1.000000,0.028000,0.022712,0.038278,0.026067
330,0.985280,1.000000,0.030500,0.027222,0.034571,0.029027
340,0.985440,1.000000,0.031500,0.028116,0.029592,0.028718
350,0.987080,1.000000,0.023500,0.022202,0.037437,0.025506
360,0.987160,1.000000,0.024000,0.025020,0.025478,0.025346
370,0.985120,1.000000,0.027000,0.027016,0.036506,0.029347
380,0.987920,1.000000,0.024000,0.021182,0.033298,0.023918
390,0.984840,1.000000,0.026000,0.028706,0.032400,0.029846
400,0.986040,1.000000,0.027000,0.024494,0.038669,0.027546
410,0.984760,1.000000,0.028000,0.025849,0.044580,0.030038
420,0.987120,1.000000,0.021500,0.024394,0.028612,0.025453
430,0.984800,1.000000,0.029000,0.025798,0.043845,0.029906
440,0.982760,1.000000,0.027500,0.032827,0.035004,0.033874
450,0.985800,1.000000,0.031000,0.026984,0.031078,0.027963
460,0.986760,1.000000,0.031000,0.023373,0.035657,0.026089
470,0.984720,1.000000,0.033000,0.027433,0.038824,0.030081
480,0.986720,1.000000,0.032000,0.025763,0.026678,0.026190
490,0.986160,1.000000,0.030000,0.025016,0.034612,0.027303
500,0.986920,1.000000,0.026000,0.023424,0.033869,0.025813
