generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.501560,0.590000,0.459000,0.000000,0.499845,0.506800
10,0.668040,0.820000,0.375000,0.209420,0.276580,0.440664
20,0.899640,0.950000,0.147500,0.132902,0.113755,0.161395
30,0.970640,1.000000,0.048000,0.046955,0.062041,0.055578
40,0.983160,1.000000,0.033000,0.030151,0.041755,0.033151
50,0.985720,1.000000,0.030500,0.026686,0.032612,0.028090
60,0.985880,1.000000,0.027000,0.027039,0.029714,0.027884
70,0.985080,1.000000,0.029000,0.028388,0.031731,0.029391
80,0.985400,1.000000,0.025500,0.028478,0.028482,0.028759
90,0.984320,1.000000,0.036000,0.028424,0.038776,0.030828
100,0.984480,1.000000,0.026500,0.027469,0.040424,0.030582
110,0.984520,1.000000,0.032000,0.027345,0.041045,0.030438
120,0.986240,1.000000,0.032000,0.026063,0.030327,0.027106
130,0.984560,1.000000,0.033500,0.029759,0.031086,0.030379
140,0.989400,1.000000,0.020500,0.018718,0.029412,0.020978
150,0.987600,1.000000,0.027000,0.021935,0.033649,0.024507
160,0.988040,1.000000,0.024500,0.021102,0.033216,0.023673
170,0.985800,1.000000,0.027500,0.025894,0.034424,0.027998
180,0.986480,1.000000,0.030500,0.026408,0.026694,0.026647
190,0.984480,1.000000,0.030500,0.030443,0.029396,0.030561
200,0.984120,1.000000,0.033000,0.028612,0.039355,0.031242
210,0.986080,1.000000,0.026000,0.026422,0.029722,0.027486
220,0.983360,1.000000,0.031000,0.030490,0.039641,0.032656
230,0.985200,1.000000,0.023500,0.027759,0.033339,0.029178
240,0.984000,1.000000,0.031500,0.030016,0.036082,0.031533
250,0.983600,1.000000,0.034000,0.029110,0.041584,0.032322
260,0.986400,1.000000,0.031000,0.025588,0.030188,0.026822
270,0.986640,1.000000,0.027500,0.025973,0.027094,0.026348
280,0.985080,1.000000,0.024000,0.027667,0.034482,0.029400
290,0.984600,1.000000,0.034500,0.026996,0.042196,0.030351
300,0.985480,1.000000,0.023500,0.025622,0.038384,0.028697
310,0.985000,1.000000,0.032000,0.027314,0.036335,0.029520
320,0.986360,1.000000,0.023000,0.026133,0.028963,0.026911
330,0.985240,1.000000,0.034500,0.029408,0.026506,0.029083
340,0.985080,1.000000,0.030000,0.027439,0.036114,0.029385
350,0.986040,1.000000,0.027000,0.026941,0.028114,0.027565
360,0.986440,1.000000,0.018500,0.025318,0.030849,0.026734
370,0.985120,1.000000,0.030500,0.029290,0.027396,0.029356
380,0.987200,1.000000,0.029000,0.022371,0.035265,0.025211
390,0.984160,1.000000,0.035500,0.029433,0.035837,0.031148
400,0.985640,1.000000,0.026500,0.028161,0.027624,0.028260
410,0.987400,1.000000,0.025500,0.023267,0.030416,0.024892
420,0.986240,1.000000,0.024000,0.026790,0.026800,0.027147
430,0.988080,1.000000,0.018000,0.023598,0.022343,0.023586
440,0.984720,1.000000,0.025500,0.025965,0.044857,0.030067
450,0.986600,1.000000,0.026500,0.026859,0.023576,0.026476
460,0.984840,1.000000,0.031000,0.026612,0.039959,0.029886
470,0.986440,1.000000,0.029500,0.025941,0.028016,0.026710
480,0.986360,1.000000,0.020500,0.024398,0.035543,0.026935
490,0.986320,1.000000,0.031500,0.025733,0.030588,0.027034
500,0.983600,1.000000,0.034000,0.031135,0.035004,0.032289
