generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.448920,0.580000,0.391000,0.000000,0.494196,0.489480
10,0.642000,0.850000,0.393500,0.218371,0.252702,0.451528
20,0.898720,0.960000,0.139000,0.132669,0.090302,0.162750
30,0.967200,1.000000,0.066000,0.053500,0.048286,0.058510
40,0.982840,1.000000,0.026500,0.032084,0.035967,0.033665
50,0.984000,1.000000,0.029500,0.031886,0.028098,0.031473
60,0.983520,1.000000,0.033000,0.031608,0.034269,0.032429
70,0.985320,1.000000,0.024500,0.027118,0.034653,0.028926
80,0.985960,1.000000,0.024000,0.026416,0.031502,0.027690
90,0.985480,1.000000,0.028000,0.028059,0.029812,0.028596
100,0.986480,1.000000,0.018500,0.025782,0.029151,0.026614
110,0.985280,1.000000,0.028500,0.025912,0.039649,0.028997
120,0.986280,1.000000,0.025500,0.028159,0.020955,0.027044
130,0.986320,1.000000,0.025500,0.025486,0.031984,0.026984
140,0.983680,1.000000,0.034000,0.030261,0.036343,0.032040
150,0.986240,1.000000,0.021500,0.026100,0.030163,0.027163
160,0.984200,1.000000,0.039500,0.029580,0.034767,0.031170
170,0.984880,1.000000,0.025000,0.029510,0.028751,0.029788
180,0.985960,1.000000,0.023500,0.026973,0.028669,0.027674
190,0.985360,1.000000,0.032500,0.027269,0.033682,0.028834
200,0.986560,1.000000,0.027500,0.025890,0.028000,0.026529
210,0.986280,1.000000,0.028500,0.026820,0.027143,0.027029
220,0.985400,1.000000,0.027000,0.027906,0.030180,0.028822
230,0.982920,1.000000,0.028500,0.031927,0.036808,0.033560
240,0.983640,1.000000,0.029500,0.030104,0.038204,0.032179
250,0.987120,1.000000,0.028000,0.024224,0.029094,0.025450
260,0.985640,1.000000,0.027500,0.026280,0.034939,0.028282
270,0.986760,1.000000,0.029000,0.024498,0.031731,0.026147
280,0.985160,1.000000,0.034000,0.024127,0.047486,0.029269
290,0.984640,1.000000,0.032500,0.029600,0.031249,0.030221
300,0.984640,1.000000,0.034500,0.027163,0.040049,0.030327
310,0.985200,1.000000,0.029500,0.025759,0.041339,0.029160
320,0.987240,1.000000,0.029000,0.022937,0.032571,0.025163
330,0.986040,1.000000,0.025000,0.025371,0.034506,0.027539
340,0.986120,1.000000,0.025000,0.026216,0.030669,0.027396
350,0.985560,1.000000,0.028000,0.025908,0.036996,0.028471
360,0.986640,1.000000,0.025500,0.024094,0.034384,0.026338
370,0.984360,1.000000,0.022500,0.027861,0.040269,0.030773
380,0.983720,1.000000,0.034500,0.028286,0.044939,0.031990
390,0.985800,1.000000,0.027000,0.027722,0.026996,0.028031
400,0.985120,1.000000,0.030500,0.027527,0.034367,0.029314
410,0.985200,1.000000,0.027000,0.028741,0.029510,0.029182
420,0.984560,1.000000,0.030000,0.028341,0.036678,0.030454
430,0.985440,1.000000,0.027500,0.025620,0.038955,0.028646
440,0.985840,1.000000,0.025500,0.025829,0.035086,0.027886
450,0.986920,1.000000,0.030000,0.023698,0.033184,0.025796
460,0.984760,1.000000,0.034000,0.027176,0.039649,0.030014
470,0.984000,1.000000,0.032000,0.028486,0.041698,0.031488
480,0.985760,1.000000,0.031000,0.026361,0.033673,0.028078
490,0.985280,1.000000,0.031500,0.027735,0.031820,0.029014
500,0.986200,1.000000,0.028000,0.024804,0.034784,0.027210
