generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.470960,0.610000,0.489500,0.000000,0.502139,0.491480
10,0.666640,0.860000,0.425500,0.215902,0.225012,0.449216
20,0.906640,0.960000,0.149500,0.119549,0.099959,0.153946
30,0.971400,1.000000,0.046000,0.042131,0.043927,0.048734
40,0.982040,1.000000,0.029500,0.029286,0.045984,0.034782
50,0.985800,1.000000,0.027500,0.027720,0.028082,0.027987
60,0.984920,1.000000,0.031000,0.026092,0.042629,0.029698
70,0.984520,1.000000,0.027500,0.028512,0.036637,0.030519
80,0.987520,1.000000,0.024000,0.023539,0.028212,0.024655
90,0.984720,1.000000,0.034500,0.028153,0.034947,0.030081
100,0.985160,1.000000,0.030500,0.029880,0.024490,0.029256
110,0.984600,1.000000,0.030500,0.027324,0.040849,0.030382
120,0.984800,1.000000,0.030000,0.028682,0.033731,0.029931
130,0.985720,1.000000,0.022000,0.026298,0.034571,0.028128
140,0.983720,1.000000,0.036000,0.029263,0.039429,0.032030
150,0.985000,1.000000,0.029000,0.025751,0.043078,0.029574
160,0.983600,1.000000,0.030500,0.029655,0.040122,0.032271
170,0.984600,1.000000,0.032000,0.025851,0.046335,0.030343
180,0.985840,1.000000,0.023000,0.025335,0.036278,0.027926
190,0.984440,1.000000,0.021500,0.029371,0.034000,0.030630
200,0.985080,1.000000,0.032000,0.027888,0.033371,0.029458
210,0.982960,1.000000,0.032500,0.034331,0.027461,0.033510
220,0.984480,1.000000,0.034000,0.028722,0.036408,0.030540
230,0.986000,1.000000,0.031500,0.026278,0.032049,0.027636
240,0.985720,1.000000,0.033500,0.024939,0.038898,0.028180
250,0.985120,1.000000,0.023000,0.027222,0.036139,0.029323
260,0.986560,1.000000,0.028500,0.024561,0.032939,0.026545
270,0.986200,1.000000,0.022000,0.025031,0.034269,0.027187
280,0.983920,1.000000,0.030500,0.029137,0.039812,0.031667
290,0.983760,1.000000,0.027000,0.027253,0.048033,0.031965
300,0.986360,1.000000,0.030000,0.024522,0.035257,0.026912
310,0.986400,1.000000,0.023500,0.026982,0.024824,0.026864
320,0.986520,1.000000,0.028500,0.025233,0.031045,0.026562
330,0.985680,1.000000,0.033000,0.027765,0.028384,0.028206
340,0.986560,1.000000,0.021500,0.025845,0.027886,0.026558
350,0.984640,1.000000,0.028500,0.027461,0.038498,0.030192
360,0.985560,1.000000,0.034000,0.026773,0.033763,0.028482
370,0.985440,1.000000,0.033000,0.027273,0.032914,0.028711
380,0.984200,1.000000,0.032000,0.030496,0.031282,0.031101
390,0.986760,1.000000,0.025500,0.025463,0.028196,0.026108
400,0.987480,1.000000,0.025500,0.023112,0.030612,0.024734
410,0.985680,1.000000,0.029500,0.025712,0.037167,0.028254
420,0.986520,1.000000,0.028000,0.024124,0.035086,0.026597
430,0.984760,1.000000,0.032000,0.028541,0.034661,0.030016
440,0.986440,1.000000,0.029500,0.025735,0.029886,0.026755
450,0.987920,1.000000,0.025000,0.022071,0.029624,0.023862
460,0.986000,1.000000,0.027500,0.026806,0.029510,0.027658
470,0.984880,1.000000,0.027000,0.027098,0.038612,0.029801
480,0.985360,1.000000,0.033000,0.026665,0.035902,0.028856
490,0.987440,1.000000,0.025500,0.023424,0.028767,0.024798
500,0.985080,1.000000,0.026500,0.028404,0.030800,0.029378
