generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.510240,0.610000,0.374500,0.000000,0.503118,0.500440
10,0.688640,0.860000,0.354000,0.204686,0.274873,0.425630
20,0.899000,0.960000,0.194500,0.150318,0.108204,0.175207
30,0.975520,1.000000,0.053000,0.041841,0.056114,0.047472
40,0.984160,1.000000,0.023500,0.031041,0.029127,0.031166
50,0.984440,1.000000,0.032000,0.027557,0.040718,0.030550
60,0.985680,1.000000,0.027500,0.024998,0.039845,0.028229
70,0.987160,1.000000,0.029500,0.024580,0.026000,0.025350
80,0.985680,1.000000,0.030500,0.026533,0.034098,0.028233
90,0.987200,1.000000,0.026500,0.023416,0.031331,0.025270
100,0.984880,1.000000,0.025500,0.028155,0.034580,0.029810
110,0.984960,1.000000,0.027500,0.029347,0.028931,0.029694
120,0.984480,1.000000,0.028500,0.029314,0.033420,0.030606
130,0.984560,1.000000,0.029500,0.026604,0.044147,0.030378
140,0.986240,1.000000,0.027500,0.026435,0.028433,0.027145
150,0.987080,1.000000,0.024500,0.023302,0.033347,0.025521
160,0.986120,1.000000,0.031000,0.025761,0.031837,0.027378
170,0.986120,1.000000,0.025500,0.025857,0.032269,0.027368
180,0.985360,1.000000,0.029500,0.026286,0.037731,0.028824
190,0.984880,1.000000,0.023500,0.030978,0.023290,0.029811
200,0.984160,1.000000,0.030500,0.028600,0.039543,0.031193
210,0.987400,1.000000,0.022500,0.023351,0.029314,0.024910
220,0.985640,1.000000,0.028500,0.023041,0.048073,0.028313
230,0.986360,1.000000,0.027500,0.024306,0.035649,0.026953
240,0.986720,1.000000,0.027500,0.024586,0.031796,0.026204
250,0.985960,1.000000,0.031500,0.024641,0.038539,0.027720
260,0.985880,1.000000,0.027000,0.024894,0.037673,0.027850
270,0.985000,1.000000,0.031500,0.029594,0.026122,0.029527
280,0.987240,1.000000,0.021000,0.024035,0.029045,0.025221
290,0.984280,1.000000,0.036000,0.028500,0.039069,0.030962
300,0.984440,1.000000,0.029000,0.027418,0.039739,0.030700
310,0.986440,1.000000,0.032000,0.026733,0.025894,0.026763
320,0.986280,1.000000,0.026000,0.025063,0.033388,0.027096
330,0.984880,1.000000,0.037000,0.027990,0.035469,0.029721
340,0.984280,1.000000,0.030000,0.029647,0.034416,0.030947
350,0.985920,1.000000,0.024500,0.027261,0.028294,0.027766
360,0.986160,1.000000,0.025500,0.025020,0.035118,0.027329
370,0.986400,1.000000,0.029500,0.027251,0.023976,0.026851
380,0.985240,1.000000,0.030000,0.027843,0.032800,0.029045
390,0.985200,1.000000,0.027500,0.027586,0.033837,0.029178
400,0.985480,1.000000,0.026000,0.027237,0.032106,0.028596
410,0.985960,1.000000,0.025500,0.024541,0.038188,0.027706
420,0.984640,1.000000,0.034500,0.026155,0.044327,0.030218
430,0.984840,1.000000,0.028500,0.026253,0.042816,0.029856
440,0.985640,1.000000,0.023500,0.025549,0.037453,0.028346
450,0.984800,1.000000,0.024500,0.027218,0.038702,0.029968
460,0.984360,1.000000,0.032000,0.027704,0.040669,0.030825
470,0.983960,1.000000,0.034500,0.028798,0.040000,0.031627
480,0.985360,1.000000,0.027000,0.027986,0.031029,0.028838
490,0.986720,1.000000,0.024000,0.024284,0.032498,0.026221
500,0.984920,1.000000,0.028500,0.027298,0.037641,0.029726
