generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.484040,0.600000,0.461500,0.000000,0.499829,0.499080
10,0.669520,0.840000,0.449000,0.217390,0.269298,0.436754
20,0.899280,0.970000,0.159000,0.146349,0.106653,0.175602
30,0.968880,1.000000,0.056000,0.053022,0.055224,0.058219
40,0.985360,1.000000,0.034000,0.027347,0.032278,0.028854
50,0.985320,1.000000,0.029000,0.028278,0.029641,0.028931
60,0.985880,1.000000,0.023000,0.025959,0.033886,0.027837
70,0.985480,1.000000,0.021000,0.025827,0.037878,0.028624
80,0.985320,1.000000,0.029500,0.025880,0.039363,0.028918
90,0.985920,1.000000,0.032500,0.026363,0.031347,0.027800
100,0.985760,1.000000,0.029000,0.026084,0.033576,0.028057
110,0.986040,1.000000,0.029500,0.024782,0.037469,0.027515
120,0.983720,1.000000,0.031000,0.027876,0.045959,0.032027
130,0.983520,1.000000,0.036500,0.030671,0.037755,0.032393
140,0.984080,1.000000,0.029000,0.026947,0.047037,0.031310
150,0.983280,1.000000,0.031500,0.030367,0.040065,0.032858
160,0.985520,1.000000,0.032500,0.026404,0.035167,0.028542
170,0.983680,1.000000,0.030500,0.030782,0.034637,0.032048
180,0.985440,1.000000,0.027500,0.027031,0.033380,0.028677
190,0.985120,1.000000,0.026500,0.027871,0.033869,0.029274
200,0.986920,1.000000,0.025500,0.023680,0.033486,0.025860
210,0.985640,1.000000,0.024000,0.026478,0.033951,0.028298
220,0.985440,1.000000,0.026000,0.028008,0.029812,0.028707
230,0.985320,1.000000,0.033500,0.028635,0.028261,0.028966
240,0.983760,1.000000,0.036500,0.030076,0.037510,0.032014
250,0.985680,1.000000,0.025500,0.028216,0.026024,0.028230
260,0.984240,1.000000,0.027500,0.027698,0.042367,0.030972
270,0.985640,1.000000,0.031000,0.027353,0.030547,0.028341
280,0.986520,1.000000,0.026000,0.025729,0.028620,0.026609
290,0.984280,1.000000,0.027000,0.028896,0.037502,0.030899
300,0.985560,1.000000,0.025000,0.029078,0.023029,0.028462
310,0.982400,1.000000,0.037500,0.031104,0.046033,0.034552
320,0.985000,1.000000,0.025000,0.026994,0.038073,0.029529
330,0.982880,1.000000,0.028500,0.032408,0.035673,0.033636
340,0.985480,1.000000,0.025000,0.026655,0.035265,0.028607
350,0.986320,1.000000,0.028000,0.024384,0.035771,0.027029
360,0.986520,1.000000,0.030500,0.026959,0.024057,0.026569
370,0.983640,1.000000,0.034500,0.029873,0.038441,0.032234
380,0.985880,1.000000,0.032000,0.024027,0.041127,0.027854
390,0.983240,1.000000,0.033500,0.030639,0.039657,0.032946
400,0.984480,1.000000,0.032000,0.027284,0.041429,0.030518
410,0.986040,1.000000,0.025500,0.025141,0.035820,0.027541
420,0.988160,1.000000,0.023500,0.022143,0.027608,0.023396
430,0.987600,1.000000,0.032500,0.022388,0.032098,0.024482
440,0.985000,1.000000,0.031500,0.025914,0.040808,0.029578
450,0.983040,1.000000,0.038000,0.031259,0.038914,0.033366
460,0.985680,1.000000,0.028500,0.026273,0.033698,0.028196
470,0.985240,1.000000,0.024500,0.027694,0.032988,0.029072
480,0.986240,1.000000,0.029500,0.024765,0.035502,0.027134
490,0.984320,1.000000,0.030000,0.028018,0.040318,0.030849
500,0.985440,1.000000,0.026000,0.026841,0.034139,0.028643
