generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.510158,0.568679,0.375500,0.000000,0.501820,0.498680
10,0.585285,0.619864,0.417000,0.185649,0.417804,0.484481
20,0.622197,0.657928,0.407000,0.174508,0.361200,0.460504
30,0.643754,0.674294,0.425500,0.150300,0.319012,0.451671
40,0.653881,0.680526,0.392500,0.132602,0.324196,0.444318
50,0.668400,0.698518,0.410500,0.123873,0.321984,0.431401
60,0.684829,0.721030,0.393500,0.114882,0.268163,0.416218
70,0.690046,0.728848,0.377000,0.115373,0.253118,0.405110
80,0.701418,0.736196,0.248000,0.104110,0.167453,0.305329
90,0.707201,0.738784,0.199500,0.100316,0.160310,0.289102
100,0.711981,0.748987,0.275500,0.095678,0.160914,0.266786
110,0.718196,0.749228,0.190500,0.087180,0.135061,0.242635
120,0.719456,0.749228,0.216000,0.085690,0.124996,0.229620
130,0.734814,0.749228,0.044000,0.047147,0.032604,0.072002
140,0.733275,0.749228,0.063500,0.048408,0.046906,0.071548
150,0.734318,0.749235,0.091500,0.048843,0.043053,0.072437
160,0.736572,0.749235,0.052000,0.046541,0.040539,0.072890
170,0.730815,0.755340,0.045000,0.048251,0.037910,0.054446
180,0.733175,0.750695,0.058500,0.044402,0.036824,0.053301
190,0.733311,0.755340,0.054000,0.044986,0.034163,0.045523
200,0.734746,0.755340,0.050500,0.049720,0.042441,0.052240
210,0.739341,0.755340,0.048500,0.040261,0.028335,0.042754
220,0.741714,0.755340,0.034000,0.035994,0.016776,0.033624
230,0.740192,0.755340,0.031500,0.035012,0.021714,0.033258
240,0.743949,0.755340,0.032000,0.029978,0.012490,0.027345
250,0.740699,0.755340,0.032000,0.032724,0.023649,0.031760
260,0.741022,0.755340,0.034500,0.037055,0.018963,0.034579
270,0.740785,0.755340,0.034000,0.033400,0.020473,0.033031
280,0.741254,0.755340,0.035500,0.037539,0.009420,0.033544
290,0.741294,0.755340,0.034500,0.034859,0.015445,0.032217
300,0.739680,0.755340,0.031000,0.036998,0.016824,0.034078
310,0.741230,0.755340,0.029000,0.035118,0.017657,0.034938
320,0.740539,0.755340,0.039000,0.037853,0.022645,0.037657
330,0.740511,0.755340,0.039000,0.037606,0.017927,0.035470
340,0.741640,0.755340,0.032500,0.036543,0.024335,0.035304
350,0.741110,0.755340,0.028000,0.034584,0.021396,0.034267
360,0.741644,0.755340,0.030000,0.033516,0.013192,0.030987
370,0.741141,0.755340,0.031000,0.036071,0.016808,0.033071
380,0.741715,0.755340,0.038500,0.034696,0.016457,0.032434
390,0.740499,0.755340,0.030500,0.036129,0.009935,0.031802
400,0.740753,0.755340,0.030000,0.035033,0.018808,0.033014
410,0.741849,0.756051,0.031500,0.035584,0.015657,0.032538
420,0.743568,0.755340,0.022500,0.030802,0.011510,0.027858
430,0.741960,0.756386,0.034000,0.034373,0.020196,0.033808
440,0.739022,0.755340,0.035500,0.039112,0.022784,0.037125
450,0.741695,0.755340,0.035500,0.036235,0.012971,0.032904
460,0.742573,0.755340,0.039000,0.031916,0.017045,0.032598
470,0.739587,0.755340,0.036000,0.037355,0.019527,0.036667
480,0.741201,0.755340,0.029500,0.034322,0.014678,0.031568
490,0.740004,0.755340,0.035000,0.040118,0.025771,0.040235
500,0.739984,0.755340,0.036500,0.042122,0.015894,0.039414
