generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.529880,0.591320,0.424000,0.000000,0.502073,0.499720
10,0.609426,0.672628,0.355500,0.200153,0.353322,0.428491
20,0.690366,0.721225,0.206000,0.166549,0.169184,0.214157
30,0.715098,0.729053,0.131000,0.101651,0.114971,0.150736
40,0.721703,0.733392,0.121000,0.080408,0.082147,0.120075
50,0.727093,0.737143,0.081000,0.059037,0.046367,0.074438
60,0.729201,0.737266,0.065000,0.050649,0.044980,0.066112
70,0.730271,0.737143,0.051000,0.045504,0.037445,0.058906
80,0.730673,0.737266,0.054000,0.047429,0.032180,0.047864
90,0.730393,0.737266,0.051000,0.047092,0.035331,0.047629
100,0.731641,0.737266,0.038500,0.035657,0.015902,0.034394
110,0.731843,0.737266,0.036000,0.033955,0.016980,0.031904
120,0.732086,0.737266,0.034000,0.031637,0.014571,0.028960
130,0.731442,0.737266,0.035000,0.034494,0.025559,0.033885
140,0.732033,0.737266,0.030500,0.031041,0.012588,0.028160
150,0.730210,0.737266,0.036500,0.042190,0.025151,0.041231
160,0.731495,0.737266,0.038500,0.036947,0.012555,0.033715
170,0.731784,0.737266,0.025500,0.033394,0.016147,0.030920
180,0.730330,0.737266,0.042500,0.041910,0.018188,0.038878
190,0.731199,0.737266,0.035500,0.035173,0.020563,0.034681
200,0.731283,0.737266,0.031500,0.035680,0.015927,0.032926
210,0.731241,0.737266,0.038000,0.039253,0.023657,0.038350
220,0.731814,0.737266,0.034500,0.036102,0.016702,0.034042
230,0.732295,0.737266,0.025500,0.028988,0.011339,0.026285
240,0.731814,0.737266,0.030000,0.030765,0.018147,0.028990
250,0.732174,0.737266,0.028500,0.028355,0.016359,0.026654
260,0.731810,0.737266,0.031000,0.031096,0.018596,0.030270
270,0.732253,0.737266,0.020500,0.029751,0.009886,0.026941
280,0.729566,0.737266,0.039500,0.045098,0.024612,0.043023
290,0.730485,0.737266,0.042000,0.040910,0.023241,0.039002
300,0.731747,0.737266,0.034500,0.034471,0.022122,0.035282
310,0.731527,0.737266,0.033000,0.032367,0.019388,0.030580
320,0.731411,0.737266,0.028500,0.032153,0.013527,0.029098
330,0.732189,0.737266,0.028500,0.032533,0.015722,0.030029
340,0.731855,0.737266,0.025000,0.031053,0.023167,0.030314
350,0.731501,0.737266,0.041000,0.036710,0.021184,0.035142
360,0.731311,0.737266,0.041500,0.038873,0.019176,0.037442
370,0.730926,0.737266,0.038500,0.039224,0.017322,0.037738
380,0.731583,0.737266,0.038000,0.035292,0.012204,0.031783
390,0.731372,0.737266,0.031500,0.033722,0.014906,0.031026
400,0.731246,0.737266,0.040000,0.037835,0.024253,0.037781
410,0.731936,0.737266,0.028500,0.035127,0.015069,0.033019
420,0.730707,0.737266,0.035000,0.036029,0.027347,0.035652
430,0.731046,0.737266,0.030500,0.035520,0.027592,0.034832
440,0.730499,0.737266,0.042000,0.040204,0.018588,0.037271
450,0.731833,0.737266,0.033500,0.033271,0.012269,0.030962
460,0.731049,0.737266,0.037000,0.034729,0.020865,0.033092
470,0.731589,0.737266,0.033000,0.032149,0.017363,0.030095
480,0.731885,0.737266,0.038000,0.034716,0.021869,0.033586
490,0.732089,0.737266,0.039000,0.031663,0.028457,0.032727
500,0.730499,0.737266,0.041000,0.043684,0.022873,0.042477
