generation,meanFitness,bestFitness,pooledSampledDiv,leafWithinDiv,hubWithinDiv,betweenDiv
0,0.528026,0.556888,0.360500,0.000000,0.501371,0.492240
10,0.607292,0.665253,0.419000,0.197410,0.365029,0.425802
20,0.683656,0.708076,0.264000,0.178339,0.218049,0.273149
30,0.706380,0.722656,0.153000,0.118598,0.125894,0.162317
40,0.718464,0.729483,0.123500,0.078349,0.086735,0.122072
50,0.720940,0.730393,0.086500,0.070476,0.058318,0.086045
60,0.723657,0.732408,0.080000,0.064159,0.054931,0.073311
70,0.726974,0.732408,0.044500,0.046108,0.033959,0.053551
80,0.726572,0.732521,0.043000,0.044729,0.022073,0.046133
90,0.726984,0.732521,0.031000,0.039749,0.022767,0.039246
100,0.727624,0.732521,0.029000,0.033710,0.023722,0.033046
110,0.727167,0.733708,0.034000,0.038655,0.027469,0.038922
120,0.726676,0.732521,0.039500,0.037292,0.023698,0.037950
130,0.727216,0.732521,0.041000,0.038927,0.023420,0.038400
140,0.726329,0.732521,0.043500,0.045324,0.030090,0.045548
150,0.725532,0.732521,0.037500,0.038741,0.016857,0.037885
160,0.726378,0.732521,0.043000,0.037559,0.024147,0.036398
170,0.727296,0.732521,0.031000,0.038688,0.029722,0.039142
180,0.726740,0.732521,0.035000,0.038876,0.022612,0.036562
190,0.726635,0.732521,0.034000,0.039582,0.025331,0.040417
200,0.726882,0.732521,0.042000,0.041053,0.017690,0.038782
210,0.726969,0.732521,0.036000,0.038271,0.021861,0.036577
220,0.726552,0.732521,0.034000,0.039255,0.013559,0.037991
230,0.725842,0.732521,0.046000,0.043573,0.023176,0.041943
240,0.725747,0.732521,0.038000,0.038110,0.019078,0.036695
250,0.726846,0.733230,0.037000,0.035418,0.018792,0.033613
260,0.726955,0.732521,0.031500,0.035631,0.019233,0.034890
270,0.726356,0.733708,0.046500,0.041071,0.029282,0.042938
280,0.726028,0.733708,0.042500,0.041398,0.025796,0.041210
290,0.725432,0.732521,0.050000,0.048294,0.044898,0.051050
300,0.725867,0.733454,0.051000,0.044288,0.038033,0.047710
310,0.728588,0.733708,0.044500,0.032053,0.032571,0.041416
320,0.726836,0.733708,0.051500,0.043529,0.039461,0.049574
330,0.727306,0.733708,0.040000,0.043378,0.026457,0.046699
340,0.727579,0.733708,0.046000,0.043551,0.038376,0.051492
350,0.728745,0.733708,0.041000,0.034547,0.019029,0.040404
360,0.728024,0.733708,0.050000,0.034741,0.021698,0.039531
370,0.728706,0.733708,0.030000,0.031824,0.022490,0.037624
380,0.727630,0.733708,0.035000,0.036947,0.022302,0.037875
390,0.728167,0.733708,0.040500,0.036724,0.016106,0.033802
400,0.728446,0.733708,0.043500,0.034255,0.022596,0.033029
410,0.727001,0.733708,0.041500,0.038502,0.014971,0.035577
420,0.727591,0.733708,0.057500,0.042141,0.026563,0.041938
430,0.728114,0.733708,0.030000,0.038273,0.024506,0.039042
440,0.727457,0.733708,0.042500,0.041733,0.023004,0.041311
450,0.728202,0.733708,0.037500,0.035161,0.021282,0.034559
460,0.727998,0.733708,0.028000,0.033600,0.014327,0.030635
470,0.727367,0.733708,0.042500,0.042449,0.017265,0.040688
480,0.728765,0.733708,0.025500,0.029994,0.014139,0.027764
490,0.728153,0.733708,0.035000,0.037851,0.017143,0.034944
500,0.728184,0.733708,0.030500,0.038278,0.012710,0.036213
